id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Shungin WHR EU sex combined 26 SNPs clumped	838	Acetoacetate || id:838	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	-0.327057316116716	0.594109333514068	0.589580364278099	Keto acid	Acetoacetate
Shungin WHR EU sex combined 26 SNPs clumped	838	Acetoacetate || id:838	Shungin WHR EU sex combined 26 SNPs clumped	Weighted median	18	0.220377023863767	0.150125625956827	0.142117603765867	Keto acid	Acetoacetate
Shungin WHR EU sex combined 26 SNPs clumped	838	Acetoacetate || id:838	Shungin WHR EU sex combined 26 SNPs clumped	Inverse variance weighted (multiplicative random effects)	18	0.141233921805895	0.0965020086243473	0.143321455720719	Keto acid	Acetoacetate
Shungin WHR EU sex combined 26 SNPs clumped	838	Acetoacetate || id:838	Shungin WHR EU sex combined 26 SNPs clumped	Weighted mode	18	0.452799871212453	0.256759866872053	0.0957768727167179	Keto acid	Acetoacetate
Shungin WHR EU sex combined 26 SNPs clumped	839	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	-0.654299052372883	0.53377821505546	0.238015383490816	Metabolite salt	Acetate
Shungin WHR EU sex combined 26 SNPs clumped	839	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	Weighted median	18	-0.214853741771593	0.137590951307493	0.118396449059915	Metabolite salt	Acetate
Shungin WHR EU sex combined 26 SNPs clumped	839	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	Inverse variance weighted (multiplicative random effects)	18	-0.0714820001905155	0.0951235083137767	0.452372774629785	Metabolite salt	Acetate
Shungin WHR EU sex combined 26 SNPs clumped	839	Acetate || id:839	Shungin WHR EU sex combined 26 SNPs clumped	Weighted mode	18	-0.269774926320804	0.208966238751018	0.213985103689858	Metabolite salt	Acetate
Shungin WHR EU sex combined 26 SNPs clumped	840	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	-0.770269720748473	0.631361867566	0.240138005912523	Amino acid	Alanine
Shungin WHR EU sex combined 26 SNPs clumped	840	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	Weighted median	18	-0.150769153712196	0.140381691322162	0.282825180685459	Amino acid	Alanine
Shungin WHR EU sex combined 26 SNPs clumped	840	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	Inverse variance weighted (multiplicative random effects)	18	-0.0616126215273512	0.114057969683924	0.589068143165119	Amino acid	Alanine
Shungin WHR EU sex combined 26 SNPs clumped	840	Alanine || id:840	Shungin WHR EU sex combined 26 SNPs clumped	Weighted mode	18	-0.25179264287686	0.21236718480164	0.252070175262747	Amino acid	Alanine
Shungin WHR EU sex combined 26 SNPs clumped	841	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	0.232983650752412	0.599899002256557	0.702860132686946	Protein	Albumin
Shungin WHR EU sex combined 26 SNPs clumped	841	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	Weighted median	18	0.0288142821864266	0.150426848518984	0.84809461055514	Protein	Albumin
Shungin WHR EU sex combined 26 SNPs clumped	841	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	Inverse variance weighted (multiplicative random effects)	18	0.0236856979793333	0.0948720739947946	0.802850815970622	Protein	Albumin
Shungin WHR EU sex combined 26 SNPs clumped	841	Albumin || id:841	Shungin WHR EU sex combined 26 SNPs clumped	Weighted mode	18	-0.0194336856928126	0.242955478193422	0.937180360074351	Protein	Albumin
Shungin WHR EU sex combined 26 SNPs clumped	842	Apolipoprotein A-I || id:842	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	-0.0397127008875924	0.708604497602995	0.956001016576742	Protein	Apolipoprotein A-I
