id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Shungin WHR EU sex combined 26 SNPs	303	Glutamine || id:303	Shungin WHR EU sex combined 26 SNPs	MR Egger	25	0.0119453267082641	0.0629174433383538	0.851086698715229	Amino acid	Glutamine
Shungin WHR EU sex combined 26 SNPs	303	Glutamine || id:303	Shungin WHR EU sex combined 26 SNPs	Weighted median	25	-0.0286775407656602	0.0148650082027288	0.0537063141705245	Amino acid	Glutamine
Shungin WHR EU sex combined 26 SNPs	303	Glutamine || id:303	Shungin WHR EU sex combined 26 SNPs	Inverse variance weighted (multiplicative random effects)	25	-0.00915028928292134	0.0107272552407076	0.393662376860078	Amino acid	Glutamine
Shungin WHR EU sex combined 26 SNPs	303	Glutamine || id:303	Shungin WHR EU sex combined 26 SNPs	Weighted mode	25	-0.0316719049621669	0.0279341599834644	0.268075022060658	Amino acid	Glutamine
Shungin WHR EU sex combined 26 SNPs	304	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	MR Egger	25	0.0225624962541043	0.061494942138669	0.717047605723108	Amino acid	Tryptophan
Shungin WHR EU sex combined 26 SNPs	304	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	Weighted median	25	0.0309877899900053	0.0155865182306234	0.0467989777653949	Amino acid	Tryptophan
Shungin WHR EU sex combined 26 SNPs	304	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	Inverse variance weighted (multiplicative random effects)	25	0.0236724121055855	0.0120661992554429	0.0497766777336783	Amino acid	Tryptophan
Shungin WHR EU sex combined 26 SNPs	304	Tryptophan || id:304	Shungin WHR EU sex combined 26 SNPs	Weighted mode	25	0.0307549704430075	0.0211425766119318	0.158722104408366	Amino acid	Tryptophan
Shungin WHR EU sex combined 26 SNPs	305	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	MR Egger	25	0.0282441362081743	0.0623938234005369	0.655023750018325	Amino acid	Histidine
Shungin WHR EU sex combined 26 SNPs	305	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	Weighted median	25	0.00750611123558974	0.0141287505345646	0.595235127055914	Amino acid	Histidine
Shungin WHR EU sex combined 26 SNPs	305	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	Inverse variance weighted (multiplicative random effects)	25	0.00157736728573235	0.00860364502439059	0.854533529987399	Amino acid	Histidine
Shungin WHR EU sex combined 26 SNPs	305	Histidine || id:305	Shungin WHR EU sex combined 26 SNPs	Weighted mode	25	0.00843177979967824	0.0273766148469562	0.760745546627666	Amino acid	Histidine
Shungin WHR EU sex combined 26 SNPs	306	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	MR Egger	25	0.00831674254128565	0.0553688977556588	0.881911550782125	Amino acid	Leucine
Shungin WHR EU sex combined 26 SNPs	306	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	Weighted median	25	0.0202979472995363	0.0151826784571152	0.181250454271332	Amino acid	Leucine
Shungin WHR EU sex combined 26 SNPs	306	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	Inverse variance weighted (multiplicative random effects)	25	0.0246143581136204	0.0107101110445294	0.0215483855016786	Amino acid	Leucine
Shungin WHR EU sex combined 26 SNPs	306	Leucine || id:306	Shungin WHR EU sex combined 26 SNPs	Weighted mode	25	0.0150344563157113	0.0195494138355661	0.449366909336744	Amino acid	Leucine
Shungin WHR EU sex combined 26 SNPs	307	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	MR Egger	25	0.0653590400302971	0.0916731068984715	0.483043431967745	Lipid	Cholesterol
Shungin WHR EU sex combined 26 SNPs	307	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	Weighted median	25	-0.00763465951296003	0.021733077215318	0.725369180367998	Lipid	Cholesterol
Shungin WHR EU sex combined 26 SNPs	307	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	Inverse variance weighted (multiplicative random effects)	25	-0.0153570037753012	0.0154143814424603	0.319115258275433	Lipid	Cholesterol
Shungin WHR EU sex combined 26 SNPs	307	Cholesterol || id:307	Shungin WHR EU sex combined 26 SNPs	Weighted mode	25	0.000533929935764677	0.039789184791775	0.989404459399883	Lipid	Cholesterol
