id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Lu BF EU sex combined 7 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 7 SNPs clumped	MR Egger	7	0.0416247069073958	0.0875289772133196	0.654442661148965	Amino acid	Glutamine
Lu BF EU sex combined 7 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 7 SNPs clumped	Weighted median	7	0.0114037461157823	0.0161865911785061	0.481110195544484	Amino acid	Glutamine
Lu BF EU sex combined 7 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	7	0.00190517227733194	0.0174073915393659	0.912848617867546	Amino acid	Glutamine
Lu BF EU sex combined 7 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	7	0.0153510160108889	0.0173817376803448	0.411130379444387	Amino acid	Glutamine
Lu BF EU sex combined 7 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 7 SNPs clumped	MR Egger	7	0.194575909841957	0.0572787075900388	0.0193138005487553	Amino acid	Tryptophan
Lu BF EU sex combined 7 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 7 SNPs clumped	Weighted median	7	-0.00320230777218008	0.015929975847141	0.840679792733559	Amino acid	Tryptophan
Lu BF EU sex combined 7 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	7	0.0015471283567454	0.0200536513723668	0.938504647526398	Amino acid	Tryptophan
Lu BF EU sex combined 7 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	7	0.0164842786780415	0.0187101620088995	0.412197303470593	Amino acid	Tryptophan
Lu BF EU sex combined 7 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 7 SNPs clumped	MR Egger	7	-0.00392043968175107	0.062664429892791	0.952538905214838	Amino acid	Histidine
Lu BF EU sex combined 7 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 7 SNPs clumped	Weighted median	7	-0.0166120217727315	0.0159469873917768	0.297549480116206	Amino acid	Histidine
Lu BF EU sex combined 7 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	7	-0.0136494283493588	0.00975930943077429	0.161931177680941	Amino acid	Histidine
Lu BF EU sex combined 7 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	7	-0.0163968002581789	0.0206351174639207	0.457112493641761	Amino acid	Histidine
Lu BF EU sex combined 7 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 7 SNPs clumped	MR Egger	7	0.208198072259097	0.0509879606554787	0.00950923291990709	Amino acid	Leucine
Lu BF EU sex combined 7 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 7 SNPs clumped	Weighted median	7	0.0366067794937404	0.0203558528144431	0.0721228711978071	Amino acid	Leucine
Lu BF EU sex combined 7 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	7	0.00551704241641635	0.0222641958148714	0.804290034420423	Amino acid	Leucine
Lu BF EU sex combined 7 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	7	0.0494991921050993	0.0181407291214397	0.0342485756057487	Amino acid	Leucine
