id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Lu BF EU sex combined 7 SNPs clumped	838	Acetoacetate || id:838	Lu BF EU sex combined 7 SNPs clumped	MR Egger	6	-0.0100588284633091	0.67431845223381	0.988812746242495	Keto acid	Acetoacetate
Lu BF EU sex combined 7 SNPs clumped	838	Acetoacetate || id:838	Lu BF EU sex combined 7 SNPs clumped	Weighted median	6	0.109651914213725	0.163759146252111	0.503117526028283	Keto acid	Acetoacetate
Lu BF EU sex combined 7 SNPs clumped	838	Acetoacetate || id:838	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	6	0.0538831516536337	0.110778822059558	0.626681462246391	Keto acid	Acetoacetate
Lu BF EU sex combined 7 SNPs clumped	838	Acetoacetate || id:838	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	6	0.112568683744585	0.230230936641532	0.645576479059948	Keto acid	Acetoacetate
Lu BF EU sex combined 7 SNPs clumped	839	Acetate || id:839	Lu BF EU sex combined 7 SNPs clumped	MR Egger	7	0.0939792972094986	0.461182332072774	0.846560448167657	Metabolite salt	Acetate
Lu BF EU sex combined 7 SNPs clumped	839	Acetate || id:839	Lu BF EU sex combined 7 SNPs clumped	Weighted median	7	-0.145502249237626	0.127299255539879	0.253041199791044	Metabolite salt	Acetate
Lu BF EU sex combined 7 SNPs clumped	839	Acetate || id:839	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	7	-0.0387795459841165	0.0920209790371792	0.673447901637426	Metabolite salt	Acetate
Lu BF EU sex combined 7 SNPs clumped	839	Acetate || id:839	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	7	-0.203904754209072	0.190413452703026	0.325409036717659	Metabolite salt	Acetate
Lu BF EU sex combined 7 SNPs clumped	840	Alanine || id:840	Lu BF EU sex combined 7 SNPs clumped	MR Egger	7	0.253198897498668	0.453752362583611	0.600897992225929	Amino acid	Alanine
Lu BF EU sex combined 7 SNPs clumped	840	Alanine || id:840	Lu BF EU sex combined 7 SNPs clumped	Weighted median	7	-0.0680162837968592	0.126666217684987	0.591286565014315	Amino acid	Alanine
Lu BF EU sex combined 7 SNPs clumped	840	Alanine || id:840	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	7	-0.016929877698482	0.0908833043771609	0.852224019287439	Amino acid	Alanine
Lu BF EU sex combined 7 SNPs clumped	840	Alanine || id:840	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	7	-0.066458359932887	0.160572260195536	0.693346250478485	Amino acid	Alanine
Lu BF EU sex combined 7 SNPs clumped	841	Albumin || id:841	Lu BF EU sex combined 7 SNPs clumped	MR Egger	6	0.720379866036392	1.15313702839676	0.56602641955256	Protein	Albumin
Lu BF EU sex combined 7 SNPs clumped	841	Albumin || id:841	Lu BF EU sex combined 7 SNPs clumped	Weighted median	6	0.104643002623427	0.180812567823036	0.562766349201219	Protein	Albumin
Lu BF EU sex combined 7 SNPs clumped	841	Albumin || id:841	Lu BF EU sex combined 7 SNPs clumped	Inverse variance weighted (multiplicative random effects)	6	-0.0414388520888249	0.214190644150037	0.846593135606731	Protein	Albumin
Lu BF EU sex combined 7 SNPs clumped	841	Albumin || id:841	Lu BF EU sex combined 7 SNPs clumped	Weighted mode	6	0.19173895535088	0.209773649353823	0.402627509886423	Protein	Albumin
Lu BF EU sex combined 7 SNPs clumped	842	Apolipoprotein A-I || id:842	Lu BF EU sex combined 7 SNPs clumped	MR Egger	6	-1.32283789240495	1.62276208848582	0.460724458069137	Protein	Apolipoprotein A-I
