id.exposure	id.outcome	outcome	exposure	egger_intercept	se	pval
Lu BF EU sex combined 7 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 7 SNPs clumped	-0.00157770738615898	0.00339674089625588	0.661829189098309
Lu BF EU sex combined 7 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 7 SNPs clumped	-0.00831389722365449	0.00240909406747933	0.0182170745183952
Lu BF EU sex combined 7 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 7 SNPs clumped	-0.000380827326687986	0.00239814862211404	0.880040902322985
Lu BF EU sex combined 7 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 7 SNPs clumped	-0.00837312552239645	0.0020499789319369	0.00949792023230368
Lu BF EU sex combined 7 SNPs clumped	307	Cholesterol || id:307	Lu BF EU sex combined 7 SNPs clumped	0.00258176009613999	0.00329771730970561	0.469129049778404
Lu BF EU sex combined 7 SNPs clumped	308	Phenylalanine || id:308	Lu BF EU sex combined 7 SNPs clumped	-0.00455700894409939	0.00239814862211404	0.115830662250777
Lu BF EU sex combined 7 SNPs clumped	309	Creatinine || id:309	Lu BF EU sex combined 7 SNPs clumped	0.00266566137814182	0.00305093447690318	0.422243431401711
Lu BF EU sex combined 7 SNPs clumped	310	Lactate || id:310	Lu BF EU sex combined 7 SNPs clumped	-0.00652748478795643	0.00443384903065363	0.200949013473331
Lu BF EU sex combined 7 SNPs clumped	311	3-hydroxybutyrate (BHBA) || id:311	Lu BF EU sex combined 7 SNPs clumped	0.0407788139898272	0.013660223168693	0.0306151966966146
Lu BF EU sex combined 7 SNPs clumped	312	Arabinose || id:312	Lu BF EU sex combined 7 SNPs clumped	-0.00706270592509902	0.00710025581681509	0.365547180252544
Lu BF EU sex combined 7 SNPs clumped	313	Fructose || id:313	Lu BF EU sex combined 7 SNPs clumped	-0.00984195519295987	0.00818432903523778	0.282991037129667
Lu BF EU sex combined 7 SNPs clumped	314	Mannose || id:314	Lu BF EU sex combined 7 SNPs clumped	-0.00373885298256642	0.00470219987765512	0.462596335082787
Lu BF EU sex combined 7 SNPs clumped	315	Pyruvate || id:315	Lu BF EU sex combined 7 SNPs clumped	-0.007707610986093	0.00747166597902658	0.349561358182033
Lu BF EU sex combined 7 SNPs clumped	316	Uridine || id:316	Lu BF EU sex combined 7 SNPs clumped	-0.00641417585670412	0.00333531928227186	0.112479718751599
Lu BF EU sex combined 7 SNPs clumped	317	Linoleate (18:2n6) || id:317	Lu BF EU sex combined 7 SNPs clumped	0.00840166467900148	0.0046150499598806	0.128327797229332
Lu BF EU sex combined 7 SNPs clumped	318	Allantoin || id:318	Lu BF EU sex combined 7 SNPs clumped	-0.00671133452976582	0.00860428935208144	0.470684260662745
Lu BF EU sex combined 7 SNPs clumped	319	Arachidonate (20:4n6) || id:319	Lu BF EU sex combined 7 SNPs clumped	0.00596175181709578	0.00475529399217782	0.265373635440903
Lu BF EU sex combined 7 SNPs clumped	320	Deoxycholate || id:320	Lu BF EU sex combined 7 SNPs clumped	-0.00127399272781949	0.0152915720678341	0.936835021407681
Lu BF EU sex combined 7 SNPs clumped	321	Margarate (17:0) || id:321	Lu BF EU sex combined 7 SNPs clumped	0.00524942349850356	0.00601424797510046	0.422684013808836
Lu BF EU sex combined 7 SNPs clumped	322	Inosine || id:322	Lu BF EU sex combined 7 SNPs clumped	0.0428033306947027	0.0242700843408132	0.13807692702632
Lu BF EU sex combined 7 SNPs clumped	323	Isoleucine || id:323	Lu BF EU sex combined 7 SNPs clumped	-0.0103031781731082	0.00331277207439981	0.0265466527542642
Lu BF EU sex combined 7 SNPs clumped	324	Threonine || id:324	Lu BF EU sex combined 7 SNPs clumped	-0.00829452896708975	0.00458926760876646	0.130512568501013
Lu BF EU sex combined 7 SNPs clumped	325	Tyrosine || id:325	Lu BF EU sex combined 7 SNPs clumped	-0.0112601593759835	0.0031251659003294	0.0154932260749966
Lu BF EU sex combined 7 SNPs clumped	326	Lysine || id:326	Lu BF EU sex combined 7 SNPs clumped	-0.00351938094911858	0.00490311105926645	0.505018096869119
Lu BF EU sex combined 7 SNPs clumped	327	Methionine || id:327	Lu BF EU sex combined 7 SNPs clumped	-0.00480077346688678	0.00269315045946216	0.134745318059775
Lu BF EU sex combined 7 SNPs clumped	328	Malate || id:328	Lu BF EU sex combined 7 SNPs clumped	0.00042857352575554	0.00503664999917893	0.935491171134952
Lu BF EU sex combined 7 SNPs clumped	329	Palmitate (16:0) || id:329	Lu BF EU sex combined 7 SNPs clumped	0.00476203109908468	0.00365617698605217	0.249521456382787
Lu BF EU sex combined 7 SNPs clumped	330	Nonadecanoate (19:0) || id:330	Lu BF EU sex combined 7 SNPs clumped	0.00356273091354228	0.00476962622328851	0.488701288949853
Lu BF EU sex combined 7 SNPs clumped	331	Stearate (18:0) || id:331	Lu BF EU sex combined 7 SNPs clumped	0.00448341969713158	0.00355215931625814	0.26255887145637
Lu BF EU sex combined 7 SNPs clumped	332	Oleate (18:1n9) || id:332	Lu BF EU sex combined 7 SNPs clumped	0.0105227924581655	0.0045322989574599	0.0679067191663127
Lu BF EU sex combined 7 SNPs clumped	333	Pentadecanoate (15:0) || id:333	Lu BF EU sex combined 7 SNPs clumped	0.0118475589227141	0.00476962622328851	0.0555707481919097
