id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Yengo BMI EU sex combined 656 SNPs clumped	838	Acetoacetate || id:838	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	302	0.00304886516635614	0.124781041877918	0.980522894980411	Keto acid	Acetoacetate
Yengo BMI EU sex combined 656 SNPs clumped	838	Acetoacetate || id:838	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	302	0.0694993311188929	0.0784840674217117	0.375875415178858	Keto acid	Acetoacetate
Yengo BMI EU sex combined 656 SNPs clumped	838	Acetoacetate || id:838	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	302	0.0740308495543871	0.0442135283791201	0.094053267108421	Keto acid	Acetoacetate
Yengo BMI EU sex combined 656 SNPs clumped	838	Acetoacetate || id:838	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	302	0.0583871294899563	0.106515848219901	0.583992189371344	Keto acid	Acetoacetate
Yengo BMI EU sex combined 656 SNPs clumped	839	Acetate || id:839	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	302	-0.20346393394066	0.114130323116198	0.0756408259354511	Metabolite salt	Acetate
Yengo BMI EU sex combined 656 SNPs clumped	839	Acetate || id:839	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	302	-0.186179499344618	0.0686398227433602	0.00667954542183961	Metabolite salt	Acetate
Yengo BMI EU sex combined 656 SNPs clumped	839	Acetate || id:839	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	302	-0.0960270465037137	0.0404102212448358	0.0174869597164529	Metabolite salt	Acetate
Yengo BMI EU sex combined 656 SNPs clumped	839	Acetate || id:839	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	302	-0.212752521593826	0.10312705058135	0.0399687469619385	Metabolite salt	Acetate
Yengo BMI EU sex combined 656 SNPs clumped	840	Alanine || id:840	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	302	0.0192563455144674	0.118816242729325	0.871361176267294	Amino acid	Alanine
Yengo BMI EU sex combined 656 SNPs clumped	840	Alanine || id:840	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	302	-0.0065228029941166	0.0728665668830491	0.928670972596056	Amino acid	Alanine
Yengo BMI EU sex combined 656 SNPs clumped	840	Alanine || id:840	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	302	0.0156757867533115	0.0420039637018212	0.709001235061011	Amino acid	Alanine
Yengo BMI EU sex combined 656 SNPs clumped	840	Alanine || id:840	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	302	0.0231253495446553	0.103972195652111	0.824138881427855	Amino acid	Alanine
Yengo BMI EU sex combined 656 SNPs clumped	841	Albumin || id:841	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	302	-0.27328032471606	0.122540425035106	0.0264788609516433	Protein	Albumin
Yengo BMI EU sex combined 656 SNPs clumped	841	Albumin || id:841	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	302	-0.112353690523598	0.082440004357726	0.172928525350152	Protein	Albumin
Yengo BMI EU sex combined 656 SNPs clumped	841	Albumin || id:841	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	302	-0.0877425541556344	0.0412257113018198	0.0333084542228678	Protein	Albumin
Yengo BMI EU sex combined 656 SNPs clumped	841	Albumin || id:841	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	302	-0.0978509384546826	0.116148133430475	0.400195654238809	Protein	Albumin
Yengo BMI EU sex combined 656 SNPs clumped	842	Apolipoprotein A-I || id:842	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	302	-0.281230250167398	0.132665312218717	0.0348397582008435	Protein	Apolipoprotein A-I
Yengo BMI EU sex combined 656 SNPs clumped	842	Apolipoprotein A-I || id:842	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	302	-0.146448126174399	0.0711338567238576	0.0395164439551762	Protein	Apolipoprotein A-I
Yengo BMI EU sex combined 656 SNPs clumped	842	Apolipoprotein A-I || id:842	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	302	-0.176154910497305	0.046973853081511	0.000176790117241232	Protein	Apolipoprotein A-I
Yengo BMI EU sex combined 656 SNPs clumped	842	Apolipoprotein A-I || id:842	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	302	-0.0743562847596753	0.143529650137352	0.604800310189377	Protein	Apolipoprotein A-I
Yengo BMI EU sex combined 656 SNPs clumped	843	Apolipoprotein B || id:843	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	301	-0.117123331984752	0.14580679500234	0.422452398398657	Protein	Apolipoprotein B
Yengo BMI EU sex combined 656 SNPs clumped	843	Apolipoprotein B || id:843	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	301	0.146050242493722	0.0814132895459018	0.0728233620410807	Protein	Apolipoprotein B
Yengo BMI EU sex combined 656 SNPs clumped	843	Apolipoprotein B || id:843	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	301	0.102718168926898	0.051789877206499	0.0473268048887526	Protein	Apolipoprotein B
Yengo BMI EU sex combined 656 SNPs clumped	843	Apolipoprotein B || id:843	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	301	0.170961815865396	0.116424343096399	0.143033272429157	Protein	Apolipoprotein B
Yengo BMI EU sex combined 656 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	301	-0.210405893308036	0.162381567979129	0.196061060819237	Metabolites ratio	Ratio of bisallylic groups to double bonds
Yengo BMI EU sex combined 656 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	301	-0.103606911642102	0.0920212497806359	0.260206991352518	Metabolites ratio	Ratio of bisallylic groups to double bonds
Yengo BMI EU sex combined 656 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	301	-0.153631846026232	0.0575691495220569	0.00761570195342002	Metabolites ratio	Ratio of bisallylic groups to double bonds
Yengo BMI EU sex combined 656 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	301	-0.150480585729521	0.137951123299267	0.276225063780265	Metabolites ratio	Ratio of bisallylic groups to double bonds
Yengo BMI EU sex combined 656 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	301	-0.299427952737572	0.166754599992303	0.0735645328272874	Fatty acid	Ratio of bisallylic groups to total fatty acids
Yengo BMI EU sex combined 656 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	301	-0.205418645874555	0.0888826685083044	0.0208261449208823	Fatty acid	Ratio of bisallylic groups to total fatty acids
Yengo BMI EU sex combined 656 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted (multiplicative random effects)	301	-0.192993459374052	0.0592110122250052	0.0011164091295058	Fatty acid	Ratio of bisallylic groups to total fatty acids
Yengo BMI EU sex combined 656 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Yengo BMI EU sex combined 656 SNPs clumped	Weighted mode	301	-0.209440537635054	0.149559686307325	0.162432656954308	Fatty acid	Ratio of bisallylic groups to total fatty acids
Yengo BMI EU sex combined 656 SNPs clumped	846	3-hydroxybutyrate || id:846	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	302	0.0175569583995566	0.113856295447455	0.877553525832101	Lipid	3-hydroxybutyrate
Yengo BMI EU sex combined 656 SNPs clumped	846	3-hydroxybutyrate || id:846	Yengo BMI EU sex combined 656 SNPs clumped	Weighted median	302	0.0792863660779367	0.0699836836598161	0.257245142674439	Lipid	3-hydroxybutyrate
