id.exposure	id.outcome	outcome	exposure	method	Q	Q_df	Q_pval
Yengo BMI EU sex combined 656 SNPs clumped	303	Glutamine || id:303	Yengo BMI EU sex combined 656 SNPs clumped	Maximum likelihood	261.360660821068	304	0.96327853663211
Yengo BMI EU sex combined 656 SNPs clumped	303	Glutamine || id:303	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	260.602211641284	303	0.962664445721641
Yengo BMI EU sex combined 656 SNPs clumped	303	Glutamine || id:303	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted	261.372575538343	304	0.96323554519712
Yengo BMI EU sex combined 656 SNPs clumped	303	Glutamine || id:303	Yengo BMI EU sex combined 656 SNPs clumped	IVW radial	261.354242621095	304	0.963301678688548
Yengo BMI EU sex combined 656 SNPs clumped	303	Glutamine || id:303	Yengo BMI EU sex combined 656 SNPs clumped	Unweighted regression	0.000635833149431521	304	1
Yengo BMI EU sex combined 656 SNPs clumped	304	Tryptophan || id:304	Yengo BMI EU sex combined 656 SNPs clumped	Maximum likelihood	372.379088794002	303	0.00396944273816854
Yengo BMI EU sex combined 656 SNPs clumped	304	Tryptophan || id:304	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	371.100036988216	302	0.00404148911281088
Yengo BMI EU sex combined 656 SNPs clumped	304	Tryptophan || id:304	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted	372.38060375122	303	0.00396881106012376
Yengo BMI EU sex combined 656 SNPs clumped	304	Tryptophan || id:304	Yengo BMI EU sex combined 656 SNPs clumped	IVW radial	372.377616815253	303	0.00397005658372681
Yengo BMI EU sex combined 656 SNPs clumped	304	Tryptophan || id:304	Yengo BMI EU sex combined 656 SNPs clumped	Unweighted regression	0.00116598201757539	303	1
Yengo BMI EU sex combined 656 SNPs clumped	305	Histidine || id:305	Yengo BMI EU sex combined 656 SNPs clumped	Maximum likelihood	272.527296630419	304	0.902515712227183
Yengo BMI EU sex combined 656 SNPs clumped	305	Histidine || id:305	Yengo BMI EU sex combined 656 SNPs clumped	MR Egger	272.256777301538	303	0.897326581553294
Yengo BMI EU sex combined 656 SNPs clumped	305	Histidine || id:305	Yengo BMI EU sex combined 656 SNPs clumped	Inverse variance weighted	272.562883125973	304	0.902248021120321
Yengo BMI EU sex combined 656 SNPs clumped	305	Histidine || id:305	Yengo BMI EU sex combined 656 SNPs clumped	IVW radial	272.505499238787	304	0.902679423857581
Yengo BMI EU sex combined 656 SNPs clumped	305	Histidine || id:305	Yengo BMI EU sex combined 656 SNPs clumped	Unweighted regression	0.000649954149506698	304	1
Yengo BMI EU sex combined 656 SNPs clumped	306	Leucine || id:306	Yengo BMI EU sex combined 656 SNPs clumped	Maximum likelihood	396.274308147865	303	0.00024667291046314
