id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Shungin WHRadjBMI EU sex combined 53 SNPs	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs	MR Egger	51	-0.0512151220154984	0.185022322278356	0.783094109008071
Shungin WHRadjBMI EU sex combined 53 SNPs	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted median	51	0.0574062192096381	0.0867903654706352	0.508333136624666
Shungin WHRadjBMI EU sex combined 53 SNPs	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs	Inverse variance weighted (multiplicative random effects)	51	0.0766571932867402	0.0558117796566619	0.169598553585566
Shungin WHRadjBMI EU sex combined 53 SNPs	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted mode	51	0.0760203823580003	0.132104333742929	0.567563086386739
Shungin WHRadjBMI EU sex combined 53 SNPs	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs	MR Egger	51	-0.525015473285983	0.183431213246794	0.00617224968890711
Shungin WHRadjBMI EU sex combined 53 SNPs	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted median	51	-0.18892912962307	0.0786855289754508	0.0163473983556976
Shungin WHRadjBMI EU sex combined 53 SNPs	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs	Inverse variance weighted (multiplicative random effects)	51	-0.0999679924050573	0.0565031216029756	0.0768526224977804
Shungin WHRadjBMI EU sex combined 53 SNPs	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted mode	51	-0.291722371913462	0.138181983510388	0.0397812801386607
Shungin WHRadjBMI EU sex combined 53 SNPs	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs	MR Egger	51	0.00615729984812292	0.190027766234611	0.974283010458958
Shungin WHRadjBMI EU sex combined 53 SNPs	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted median	51	0.0490259804427648	0.0767954604127898	0.523215377373107
Shungin WHRadjBMI EU sex combined 53 SNPs	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs	Inverse variance weighted (multiplicative random effects)	51	0.0114641978128736	0.0553356300672326	0.835872645343291
Shungin WHRadjBMI EU sex combined 53 SNPs	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted mode	51	0.0385328498106421	0.128021287399076	0.764671900179555
