id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	-0.250096246614209	0.33545840811141	0.460925702704136	Keto acid	Acetoacetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	0.0605209746441287	0.10475694654234	0.563448072255663	Keto acid	Acetoacetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	0.0774559805625921	0.0716337015659943	0.279573253278054	Keto acid	Acetoacetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	838	Acetoacetate || id:838	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	0.0556960060789411	0.180675219908648	0.759656743931437	Keto acid	Acetoacetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	-0.52815426750899	0.300695772085735	0.087760603267028	Metabolite salt	Acetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	-0.173554314362088	0.0907253981766753	0.0557528112133091	Metabolite salt	Acetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	-0.0589392312461249	0.0655332586999642	0.368450865043036	Metabolite salt	Acetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	839	Acetate || id:839	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	-0.20286161983662	0.156011572709109	0.201762010510645	Metabolite salt	Acetate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	-0.0851940313962964	0.304779061054178	0.781485570018908	Amino acid	Alanine
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	-0.086055188401649	0.0892768985124764	0.335089403416412	Amino acid	Alanine
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	-0.060066119527619	0.0641365697738898	0.348997984130605	Amino acid	Alanine
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	840	Alanine || id:840	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	-0.108027903637779	0.169695872318394	0.528414643071944	Amino acid	Alanine
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	0.0143000488287464	0.321618340973279	0.964788223948252	Protein	Albumin
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	0.0163662223106588	0.102703948410525	0.873390459241637	Protein	Albumin
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	0.08097873338029	0.0622346200676383	0.193195252375847	Protein	Albumin
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	841	Albumin || id:841	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	-0.0678230424533899	0.170076545148727	0.692411288753315	Protein	Albumin
