id.exposure	id.outcome	exposure	outcome	snp_r2.exposure	snp_r2.outcome	correct_causal_direction	steiger_pval
Lu BF EU sex combined 5 SNPs	838	Lu BF EU sex combined 5 SNPs	Acetoacetate || id:838	0.0019628701360705	0.000174275946919945	TRUE	0.000109335090926704
Lu BF EU sex combined 5 SNPs	839	Lu BF EU sex combined 5 SNPs	Acetate || id:839	0.0019628701360705	0.000209400604711073	TRUE	4.25990305640004e-05
Lu BF EU sex combined 5 SNPs	840	Lu BF EU sex combined 5 SNPs	Alanine || id:840	0.0019628701360705	0.000127694788266493	TRUE	5.87609637264587e-06
Lu BF EU sex combined 5 SNPs	841	Lu BF EU sex combined 5 SNPs	Albumin || id:841	0.0019628701360705	0.000657416700252405	TRUE	0.0237775309604144
Lu BF EU sex combined 5 SNPs	842	Lu BF EU sex combined 5 SNPs	Apolipoprotein A-I || id:842	0.0019628701360705	0.000523703638203757	TRUE	0.00888092203735197
Lu BF EU sex combined 5 SNPs	843	Lu BF EU sex combined 5 SNPs	Apolipoprotein B || id:843	0.0019628701360705	0.00550722389367324	FALSE	0.000124120729185329
Lu BF EU sex combined 5 SNPs	844	Lu BF EU sex combined 5 SNPs	Ratio of bisallylic groups to double bonds || id:844	0.0019628701360705	0.000488487685057496	TRUE	0.0180313236769623
Lu BF EU sex combined 5 SNPs	845	Lu BF EU sex combined 5 SNPs	Ratio of bisallylic groups to total fatty acids || id:845	0.0019628701360705	0.000264410155230282	TRUE	0.00288825088455591
Lu BF EU sex combined 5 SNPs	846	Lu BF EU sex combined 5 SNPs	3-hydroxybutyrate || id:846	0.0019628701360705	0.000244656325568365	TRUE	9.77151295409974e-05
Lu BF EU sex combined 5 SNPs	847	Lu BF EU sex combined 5 SNPs	Average number of methylene groups per double bond || id:847	0.0019628701360705	0.000198061174808475	TRUE	0.00115893091072687
Lu BF EU sex combined 5 SNPs	848	Lu BF EU sex combined 5 SNPs	Average number of methylene groups in a fatty acid chain || id:848	0.0019628701360705	0.000128189406890771	TRUE	4.46899334133281e-05
Lu BF EU sex combined 5 SNPs	849	Lu BF EU sex combined 5 SNPs	Citrate || id:849	0.0019628701360705	0.000102849487559525	TRUE	2.76044083397922e-06
Lu BF EU sex combined 5 SNPs	850	Lu BF EU sex combined 5 SNPs	Creatinine || id:850	0.0019628701360705	4.8813915512028e-05	TRUE	2.99764613255146e-07
Lu BF EU sex combined 5 SNPs	851	Lu BF EU sex combined 5 SNPs	Average number of double bonds in a fatty acid chain || id:851	0.0019628701360705	0.000372220528189805	TRUE	0.00418150222565078
