id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	raw.label	class	subclass	label	derived_features	INTERVAL	abbreviation1	abbreviation2	label.no.units
Hubel BF EU sex combined 76 SNPs	0CN5pj	IDL-L.txt	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.00146297508901653	0.0264809593309775	0.95609525912644	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	no	idll	IDL-L	IDL-L	Total lipids in IDL
Hubel BF EU sex combined 76 SNPs	0CN5pj	IDL-L.txt	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.00672232855268531	0.00912837510052169	0.461474433004191	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	no	idll	IDL-L	IDL-L	Total lipids in IDL
Hubel BF EU sex combined 76 SNPs	0CN5pj	IDL-L.txt	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.00778291191150102	0.00696406762361791	0.263745849059442	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	no	idll	IDL-L	IDL-L	Total lipids in IDL
Hubel BF EU sex combined 76 SNPs	0CN5pj	IDL-L.txt	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0191545993337087	0.017276848763031	0.271204998998069	idll	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	no	idll	IDL-L	IDL-L	Total lipids in IDL
Hubel BF EU sex combined 76 SNPs	0ghR9u	XS-VLDL-CE_percent.txt	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0244650060652296	0.0238157220220682	0.307735535389055	xsvldlcepct	Cholesterol esters in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	xsvldlce_	XS-VLDL-CE_%	XS-VLDL-CE_percent	Cholesterol esters to total lipids ratio in very small VLDL
Hubel BF EU sex combined 76 SNPs	0ghR9u	XS-VLDL-CE_percent.txt	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.00460168849863311	0.00910458327651723	0.613260016653217	xsvldlcepct	Cholesterol esters in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	xsvldlce_	XS-VLDL-CE_%	XS-VLDL-CE_percent	Cholesterol esters to total lipids ratio in very small VLDL
Hubel BF EU sex combined 76 SNPs	0ghR9u	XS-VLDL-CE_percent.txt	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.00897286786581838	0.00628045553568322	0.153091345793155	xsvldlcepct	Cholesterol esters in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	xsvldlce_	XS-VLDL-CE_%	XS-VLDL-CE_percent	Cholesterol esters to total lipids ratio in very small VLDL
Hubel BF EU sex combined 76 SNPs	0ghR9u	XS-VLDL-CE_percent.txt	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0021738985416592	0.0186652609062588	0.907601764965236	xsvldlcepct	Cholesterol esters in very small VLDL to total lipids in very small VLDL ratio (%)	Lipoprotein subclasses ratios	Very Small VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	xsvldlce_	XS-VLDL-CE_%	XS-VLDL-CE_percent	Cholesterol esters to total lipids ratio in very small VLDL
Hubel BF EU sex combined 76 SNPs	0ORWc9	DAGbyTG.txt	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0255992375045086	0.0326357228503698	0.435382603187418	dagbytg	Ratio of diacylglycerol to triglycerides (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Ratio of diacylglycerol to triglycerides (%)	yes	dagtg	DAG/TG	DAGbyTG	Ratio of diacylglycerol to triglycerides
Hubel BF EU sex combined 76 SNPs	0ORWc9	DAGbyTG.txt	Hubel BF EU sex combined 76 SNPs	Weighted median	74	-0.000797562940073339	0.00969415012234119	0.934429942182701	dagbytg	Ratio of diacylglycerol to triglycerides (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Ratio of diacylglycerol to triglycerides (%)	yes	dagtg	DAG/TG	DAGbyTG	Ratio of diacylglycerol to triglycerides
Hubel BF EU sex combined 76 SNPs	0ORWc9	DAGbyTG.txt	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	-0.00870206349876321	0.00864886076385052	0.314342739094983	dagbytg	Ratio of diacylglycerol to triglycerides (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Ratio of diacylglycerol to triglycerides (%)	yes	dagtg	DAG/TG	DAGbyTG	Ratio of diacylglycerol to triglycerides
Hubel BF EU sex combined 76 SNPs	0ORWc9	DAGbyTG.txt	Hubel BF EU sex combined 76 SNPs	Weighted mode	74	0.0191946815777701	0.0192827919163003	0.322815066714731	dagbytg	Ratio of diacylglycerol to triglycerides (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Ratio of diacylglycerol to triglycerides (%)	yes	dagtg	DAG/TG	DAGbyTG	Ratio of diacylglycerol to triglycerides
Hubel BF EU sex combined 76 SNPs	0tbWBY	XL-HDL-CE_percent.txt	Hubel BF EU sex combined 76 SNPs	MR Egger	74	0.0761691854801517	0.035379171477048	0.0346745105379428	xlhdlcepct	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	xlhdlce_	XL-HDL-CE_%	XL-HDL-CE_percent	Cholesterol esters to total lipids ratio in very large HDL
Hubel BF EU sex combined 76 SNPs	0tbWBY	XL-HDL-CE_percent.txt	Hubel BF EU sex combined 76 SNPs	Weighted median	74	0.0333513421769181	0.00933605291284571	0.000353836494957827	xlhdlcepct	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	xlhdlce_	XL-HDL-CE_%	XL-HDL-CE_percent	Cholesterol esters to total lipids ratio in very large HDL
Hubel BF EU sex combined 76 SNPs	0tbWBY	XL-HDL-CE_percent.txt	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	74	0.00966415228454003	0.00954332361133548	0.311222079580546	xlhdlcepct	Cholesterol esters in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	xlhdlce_	XL-HDL-CE_%	XL-HDL-CE_percent	Cholesterol esters to total lipids ratio in very large HDL
