id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	raw.label	class	subclass	label	derived_features	INTERVAL	abbreviation1	abbreviation2	label.no.units
Shungin WHRadjBMI EU sex combined 53 SNPs	01MSq0	XL-HDL-TG_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	MR Egger	51	0.55906547446827	0.22725463487933	0.0174644903384105	xlhdltgpct	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	yes	xlhdltg_	XL-HDL-TG_%	XL-HDL-TG_percent	Triglycerides to total lipids ratio in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	01MSq0	XL-HDL-TG_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted median	51	0.274719609101474	0.0666120062919366	3.72065014659624e-05	xlhdltgpct	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	yes	xlhdltg_	XL-HDL-TG_%	XL-HDL-TG_percent	Triglycerides to total lipids ratio in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	01MSq0	XL-HDL-TG_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Inverse variance weighted (multiplicative random effects)	51	0.349834965235327	0.068153166541955	2.85054035078168e-07	xlhdltgpct	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	yes	xlhdltg_	XL-HDL-TG_%	XL-HDL-TG_percent	Triglycerides to total lipids ratio in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	01MSq0	XL-HDL-TG_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted mode	51	0.427817743130356	0.11371310904318	0.000442834822811247	xlhdltgpct	Triglycerides in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Triglycerides to total lipid ratio (%)	yes	xlhdltg_	XL-HDL-TG_%	XL-HDL-TG_percent	Triglycerides to total lipids ratio in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	02MLfh	Alb.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	MR Egger	51	-0.0549674611952635	0.160261230127538	0.733075659403488	alb	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin (signal area)	no	alb	Alb	Alb	Albumin
Shungin WHRadjBMI EU sex combined 53 SNPs	02MLfh	Alb.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted median	51	-0.0563308333727922	0.0586235999629784	0.336607458741462	alb	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin (signal area)	no	alb	Alb	Alb	Albumin
Shungin WHRadjBMI EU sex combined 53 SNPs	02MLfh	Alb.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Inverse variance weighted (multiplicative random effects)	51	-0.0130064647924943	0.0476457169851376	0.784866379760688	alb	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin (signal area)	no	alb	Alb	Alb	Albumin
Shungin WHRadjBMI EU sex combined 53 SNPs	02MLfh	Alb.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted mode	51	-0.0673036982127648	0.0933645928757115	0.47434686154622	alb	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin (signal area)	no	alb	Alb	Alb	Albumin
Shungin WHRadjBMI EU sex combined 53 SNPs	0GhtE3	S-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	MR Egger	51	0.723135541203224	0.239477202094358	0.00401144444979934	shdltg	Triglycerides in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Triglycerides (mmol/l)	no	shdltg	S-HDL-TG	S-HDL-TG	Triglycerides in small HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	0GhtE3	S-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted median	51	0.395315343518508	0.0688439585484533	9.34578401786739e-09	shdltg	Triglycerides in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Triglycerides (mmol/l)	no	shdltg	S-HDL-TG	S-HDL-TG	Triglycerides in small HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	0GhtE3	S-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Inverse variance weighted (multiplicative random effects)	51	0.436408267340654	0.0722649025194282	1.55065317170993e-09	shdltg	Triglycerides in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Triglycerides (mmol/l)	no	shdltg	S-HDL-TG	S-HDL-TG	Triglycerides in small HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	0GhtE3	S-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted mode	51	0.41254814857909	0.104020109453582	0.000233125023160608	shdltg	Triglycerides in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Triglycerides (mmol/l)	no	shdltg	S-HDL-TG	S-HDL-TG	Triglycerides in small HDL
Shungin WHRadjBMI EU sex combined 53 SNPs	0txq2Y	M-LDL-C_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	MR Egger	51	-0.239271727094776	0.15774928689143	0.135746554201505	mldlcpct	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	yes	mldlc_	M-LDL-C_%	M-LDL-C_percent	Total cholesterol to total lipids ratio in medium LDL
Shungin WHRadjBMI EU sex combined 53 SNPs	0txq2Y	M-LDL-C_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs	Weighted median	51	-0.13343353335812	0.0605891354396722	0.0276463607816605	mldlcpct	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	yes	mldlc_	M-LDL-C_%	M-LDL-C_percent	Total cholesterol to total lipids ratio in medium LDL
