id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	raw.label	class	subclass	label	derived_features	INTERVAL	abbreviation1	abbreviation2	label.no.units
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	-0.726559673244682	0.348041704068454	0.0441830913432468	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	-0.190507177445322	0.0787961598479069	0.0156180210896026	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	-0.24833387222284	0.0758968236104565	0.00106792236787667	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	008GEE	L-VLDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	-0.184963685166999	0.165731008974053	0.271796052360081	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	-0.436458988187373	0.306770000972153	0.163659195645122	pyr	Pyruvate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Pyruvate (mmol/l)	no	pyr	Pyr	Pyr	Pyruvate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	-0.0341371077501492	0.0905715707134282	0.706242319188341	pyr	Pyruvate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Pyruvate (mmol/l)	no	pyr	Pyr	Pyr	Pyruvate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	0.0190645164050794	0.0671679213013581	0.776537863997815	pyr	Pyruvate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Pyruvate (mmol/l)	no	pyr	Pyr	Pyr	Pyruvate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	074MD4	Pyr.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	-0.0106255148004231	0.213416505545343	0.960566791078076	pyr	Pyruvate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Pyruvate (mmol/l)	no	pyr	Pyr	Pyr	Pyruvate
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	0.798950026107256	0.355832601883033	0.0311672028788002	xlhdltg	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	no	xlhdltg	XL-HDL-TG	XL-HDL-TG	Triglycerides in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	0.255262803812529	0.0753408034211425	0.000703764618769801	xlhdltg	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	no	xlhdltg	XL-HDL-TG	XL-HDL-TG	Triglycerides in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	0.287613034380531	0.0777925459136837	0.000218007882846916	xlhdltg	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	no	xlhdltg	XL-HDL-TG	XL-HDL-TG	Triglycerides in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0CXZLV	XL-HDL-TG.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	0.196646742996282	0.176935466889476	0.273762266590871	xlhdltg	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	no	xlhdltg	XL-HDL-TG	XL-HDL-TG	Triglycerides in very large HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	-0.211397299574113	0.254675695378414	0.412128417659482	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	no	mhdll	M-HDL-L	M-HDL-L	Total lipids in medium HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	-0.0180523829965858	0.0714112968847248	0.800427019074353	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	no	mhdll	M-HDL-L	M-HDL-L	Total lipids in medium HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Inverse variance weighted (multiplicative random effects)	37	-0.0705575836150071	0.0542800717391262	0.193642075815748	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	no	mhdll	M-HDL-L	M-HDL-L	Total lipids in medium HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0Lnh4g	M-HDL-L.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted mode	37	0.054079591432284	0.14179885973637	0.705161244658378	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	no	mhdll	M-HDL-L	M-HDL-L	Total lipids in medium HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0mO7w7	S-HDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	MR Egger	37	-0.195200756705644	0.270629019117823	0.475524856503376	shdlcepct	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	shdlce_	S-HDL-CE_%	S-HDL-CE_percent	Cholesterol esters to total lipids ratio in small HDL
Shungin WHRadjBMI EU sex combined 53 SNPs clumped	0mO7w7	S-HDL-CE_percent.txt	Shungin WHRadjBMI EU sex combined 53 SNPs clumped	Weighted median	37	-0.155748083222678	0.065227435330019	0.0169509676483655	shdlcepct	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	shdlce_	S-HDL-CE_%	S-HDL-CE_percent	Cholesterol esters to total lipids ratio in small HDL
