id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Shungin WHR EU sex combined 26 SNPs clumped	00fpV8	S-LDL-P.txt	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	-0.529764074787438	0.399825025261295	0.203786718094431
Shungin WHR EU sex combined 26 SNPs clumped	00fpV8	S-LDL-P.txt	Shungin WHR EU sex combined 26 SNPs clumped	Weighted median	18	0.0460299759526543	0.101291417204522	0.649518531032344
Shungin WHR EU sex combined 26 SNPs clumped	00fpV8	S-LDL-P.txt	Shungin WHR EU sex combined 26 SNPs clumped	Inverse variance weighted (multiplicative random effects)	18	0.00896925704546982	0.061960308194523	0.884901857958442
Shungin WHR EU sex combined 26 SNPs clumped	00fpV8	S-LDL-P.txt	Shungin WHR EU sex combined 26 SNPs clumped	Weighted mode	18	0.19683577065107	0.196482869317541	0.330489265636032
Shungin WHR EU sex combined 26 SNPs clumped	0RWo6u	M-VLDL-TG.txt	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	-0.291549009124046	0.80548220103144	0.722121036608681
Shungin WHR EU sex combined 26 SNPs clumped	0RWo6u	M-VLDL-TG.txt	Shungin WHR EU sex combined 26 SNPs clumped	Weighted median	18	0.139174383614045	0.114925063636854	0.225894966003012
Shungin WHR EU sex combined 26 SNPs clumped	0RWo6u	M-VLDL-TG.txt	Shungin WHR EU sex combined 26 SNPs clumped	Inverse variance weighted (multiplicative random effects)	18	0.231266880845046	0.141328200855804	0.101759727815252
Shungin WHR EU sex combined 26 SNPs clumped	0RWo6u	M-VLDL-TG.txt	Shungin WHR EU sex combined 26 SNPs clumped	Weighted mode	18	0.00385572239444532	0.180847966255643	0.983238443742181
Shungin WHR EU sex combined 26 SNPs clumped	0Y6KgY	M-VLDL-C_percent.txt	Shungin WHR EU sex combined 26 SNPs clumped	MR Egger	18	0.229187426519648	0.790239009216335	0.775523685031668
Shungin WHR EU sex combined 26 SNPs clumped	0Y6KgY	M-VLDL-C_percent.txt	Shungin WHR EU sex combined 26 SNPs clumped	Weighted median	18	-0.211326544936167	0.115240111838073	0.0666846827275119
Shungin WHR EU sex combined 26 SNPs clumped	0Y6KgY	M-VLDL-C_percent.txt	Shungin WHR EU sex combined 26 SNPs clumped	Inverse variance weighted (multiplicative random effects)	18	-0.20211194611826	0.138114108074503	0.143366353502025
Shungin WHR EU sex combined 26 SNPs clumped	0Y6KgY	M-VLDL-C_percent.txt	Shungin WHR EU sex combined 26 SNPs clumped	Weighted mode	18	-0.015045776279317	0.185260846188983	0.936220251914613
