id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	0.0655122057435958	0.0988160612663623	0.508090119692723
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	0.0107987689654301	0.0858744284998173	0.89992927246627
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.0172609074322954	0.0439186089569738	0.694304444995663
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	-0.0610951496644376	0.109146469760629	0.576252586237985
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	-0.189970030250906	0.0958049497535321	0.0487091872691198
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	-0.0789058646678814	0.0686592466377257	0.25045755918718
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.115688250774493	0.0423022784014008	0.00624182787611202
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	-0.0162720711168056	0.0971261254490419	0.867112299521295
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	0.000915399461843683	0.104449908893617	0.993015907094338
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	0.0118449090890043	0.0729572721771008	0.871027048358051
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.00657603257554039	0.0460492300332837	0.886444663544004
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	-0.0486067178862624	0.0982605786330596	0.621356553439069
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	0.128094928625804	0.0996317951299372	0.199997019970694
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	0.0858233653661984	0.0692033783519243	0.214915666114149
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	0.0499540828837185	0.0443970494937767	0.260518389628417
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	0.170286640170443	0.113673891754445	0.135649412655138
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	-0.0492673235720314	0.106318866725732	0.64357254695045
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	-0.0142393489281064	0.0874661630635624	0.870677190337876
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.0283001647714262	0.0475920641501655	0.552083858920174
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	0.0396134489896345	0.0982365599191328	0.68718384273745
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	207	0.220319021161119	0.147288287659051	0.136234459123494
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	207	0.382183391880534	0.0787974270327002	1.23336169519079e-06
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	207	0.257569199914145	0.0651178765747457	7.63971285599935e-05
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	207	0.466433698309513	0.121368250797383	0.000161787973660912
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	-0.00717352420336953	0.125831402446769	0.954593272421294
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	-0.0309396695473935	0.099861508231947	0.756693447013474
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.0492599244018292	0.0560030076877106	0.379079146614148
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	844	Ratio of bisallylic groups to double bonds || id:844	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	-0.0850455376873036	0.123223921359303	0.490859933873159
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	-0.0827400206905448	0.124071367260668	0.505598602969693
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	-0.019606295504495	0.101152455538506	0.846309653488888
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.0735807765720603	0.0552776735952728	0.183152149635877
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	845	Ratio of bisallylic groups to total fatty acids || id:845	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	-0.0687638278363956	0.128424922178592	0.592920487418941
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	846	3-hydroxybutyrate || id:846	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	-0.0819141039430531	0.0940046921380218	0.384559380194398
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	846	3-hydroxybutyrate || id:846	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	-0.0692744124978978	0.072007427364802	0.336026811308316
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	846	3-hydroxybutyrate || id:846	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.0513035033026273	0.0407407061464796	0.207933230527408
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	846	3-hydroxybutyrate || id:846	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	-0.108467816860413	0.107622462402665	0.314700821419239
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	0.159772943377575	0.123651479243468	0.19776211900185
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	0.106240705950227	0.100086287638938	0.288466764610946
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	0.0820288441086497	0.0550176665822589	0.135973409918869
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	847	Average number of methylene groups per double bond || id:847	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	0.0648875546281467	0.12829729925354	0.613563765403204
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	0.246745006082865	0.108168859490017	0.0235646063143866
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	0.0298805468426204	0.0838687104420259	0.721632647341364
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	0.096458513190607	0.0465021595418186	0.0380532868148764
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	848	Average number of methylene groups in a fatty acid chain || id:848	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	0.0662291145539604	0.119996450955359	0.581594687512856
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	849	Citrate || id:849	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	MR Egger	208	-0.128214641159699	0.108877724637681	0.240313953754076
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	849	Citrate || id:849	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted median	208	-0.0688323005745565	0.0694804369411049	0.3218459282932
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	849	Citrate || id:849	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Inverse variance weighted (multiplicative random effects)	208	-0.105363268898455	0.048043597095634	0.028301890136122
Pulit WHRadjBMI EU sex combined 346 SNPs clumped	849	Citrate || id:849	Pulit WHRadjBMI EU sex combined 346 SNPs clumped	Weighted mode	208	-0.0746695322988078	0.0971890161745293	0.443189390189796
