id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Pulit WHRadjBMI EU sex combined 346 SNPs	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	332	0.142190546718412	0.0888989754808695	0.11067488178888
Pulit WHRadjBMI EU sex combined 346 SNPs	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	332	0.0337066121154659	0.0711216037576909	0.635550322131549
Pulit WHRadjBMI EU sex combined 346 SNPs	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	332	0.0017782137330738	0.0360481429376386	0.960657221949956
Pulit WHRadjBMI EU sex combined 346 SNPs	838	Acetoacetate || id:838	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	332	0.00945094737438579	0.109423850500707	0.93122444850449
Pulit WHRadjBMI EU sex combined 346 SNPs	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	332	-0.167245769314201	0.0878145969828519	0.0577101669845465
Pulit WHRadjBMI EU sex combined 346 SNPs	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	332	-0.0648304410553721	0.0546097188814199	0.235164752273155
Pulit WHRadjBMI EU sex combined 346 SNPs	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	332	-0.0675018116882811	0.0354726990106519	0.0570506048452579
Pulit WHRadjBMI EU sex combined 346 SNPs	839	Acetate || id:839	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	332	-0.110108920003394	0.0999875257456258	0.271598208890824
Pulit WHRadjBMI EU sex combined 346 SNPs	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	332	-0.00524936459179305	0.0940414300865008	0.955519219814658
Pulit WHRadjBMI EU sex combined 346 SNPs	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	332	0.00793527001868728	0.061349605004273	0.897084596497459
Pulit WHRadjBMI EU sex combined 346 SNPs	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	332	-0.00504296643608832	0.0379098238869812	0.894173356356704
Pulit WHRadjBMI EU sex combined 346 SNPs	840	Alanine || id:840	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	332	-0.0296832396640809	0.0952854551948662	0.755602136597943
Pulit WHRadjBMI EU sex combined 346 SNPs	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	332	0.0683114578356336	0.0896855816024183	0.446796708608516
Pulit WHRadjBMI EU sex combined 346 SNPs	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	332	0.0474303678668981	0.0599672025160982	0.428979893488783
Pulit WHRadjBMI EU sex combined 346 SNPs	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	332	0.0221910022226961	0.0358341893538737	0.535739169985693
Pulit WHRadjBMI EU sex combined 346 SNPs	841	Albumin || id:841	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	332	0.160881506698454	0.117245745927896	0.170938610380344
Pulit WHRadjBMI EU sex combined 346 SNPs	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	331	-0.0890935174970044	0.0942623424513795	0.345267983532383
Pulit WHRadjBMI EU sex combined 346 SNPs	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	331	-0.0150137982831117	0.0694303889041955	0.828798756006274
Pulit WHRadjBMI EU sex combined 346 SNPs	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	331	-0.0491964212242086	0.038466563767081	0.20091823887824
Pulit WHRadjBMI EU sex combined 346 SNPs	842	Apolipoprotein A-I || id:842	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	331	0.0124365276862286	0.0999775751548496	0.901079715790762
Pulit WHRadjBMI EU sex combined 346 SNPs	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	330	0.253883748373609	0.11991246746813	0.0349916052831578
Pulit WHRadjBMI EU sex combined 346 SNPs	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	330	0.345307153493499	0.0607133180520704	1.28910650873405e-08
Pulit WHRadjBMI EU sex combined 346 SNPs	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	330	0.22894641759881	0.0483778151497204	2.21807286416396e-06
Pulit WHRadjBMI EU sex combined 346 SNPs	843	Apolipoprotein B || id:843	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	330	0.428628103459719	0.119241813430509	0.000374608431134662
Pulit WHRadjBMI EU sex combined 346 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	330	0.0553140135547343	0.11331704572663	0.6257803889292
