id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Pulit WHRadjBMI EU sex combined 346 SNPs	303	Glutamine || id:303	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	292	-0.019136047223141	0.0135892362722595	0.160149837046563
Pulit WHRadjBMI EU sex combined 346 SNPs	303	Glutamine || id:303	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	292	-0.0129208937058838	0.00686718412425701	0.0598982601336391
Pulit WHRadjBMI EU sex combined 346 SNPs	303	Glutamine || id:303	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	292	-0.00693839625579468	0.00421844271554061	0.100015870439109
Pulit WHRadjBMI EU sex combined 346 SNPs	303	Glutamine || id:303	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	292	-0.0218471017539908	0.013458204635433	0.1056017096857
Pulit WHRadjBMI EU sex combined 346 SNPs	304	Tryptophan || id:304	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	292	0.0122907970360273	0.0143029218130968	0.390873358335712
Pulit WHRadjBMI EU sex combined 346 SNPs	304	Tryptophan || id:304	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	292	0.00855334590348196	0.00703326828901554	0.223936631190065
Pulit WHRadjBMI EU sex combined 346 SNPs	304	Tryptophan || id:304	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	292	0.0105586316868777	0.00480582258599032	0.02801688773909
Pulit WHRadjBMI EU sex combined 346 SNPs	304	Tryptophan || id:304	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	292	0.00395233294765146	0.0139169418119364	0.776616667083116
Pulit WHRadjBMI EU sex combined 346 SNPs	305	Histidine || id:305	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	292	0.0237214198858169	0.0140569930218317	0.0925790913484436
Pulit WHRadjBMI EU sex combined 346 SNPs	305	Histidine || id:305	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	292	0.0108257650313406	0.00736103760790768	0.141376418835954
Pulit WHRadjBMI EU sex combined 346 SNPs	305	Histidine || id:305	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	292	0.00489547708715286	0.00435176746303861	0.26061448007019
Pulit WHRadjBMI EU sex combined 346 SNPs	305	Histidine || id:305	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	292	0.0210760073364399	0.0132399816003618	0.112505053502031
Pulit WHRadjBMI EU sex combined 346 SNPs	306	Leucine || id:306	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	292	0.014722349103253	0.0137480637118479	0.285119611822318
Pulit WHRadjBMI EU sex combined 346 SNPs	306	Leucine || id:306	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	292	0.00862068965517241	0.00717353041956749	0.229465833819444
Pulit WHRadjBMI EU sex combined 346 SNPs	306	Leucine || id:306	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	292	0.0111308773083093	0.00460768292725571	0.0157040808333984
Pulit WHRadjBMI EU sex combined 346 SNPs	306	Leucine || id:306	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	292	0.00957952152991781	0.0136367572208774	0.48294267063439
Pulit WHRadjBMI EU sex combined 346 SNPs	307	Cholesterol || id:307	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	292	-0.0264313119863285	0.0200156383818357	0.187698305856248
Pulit WHRadjBMI EU sex combined 346 SNPs	307	Cholesterol || id:307	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	292	-0.0127044534354098	0.0100196563288418	0.204814730583275
Pulit WHRadjBMI EU sex combined 346 SNPs	307	Cholesterol || id:307	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	292	-0.00909066644578347	0.00658599336794833	0.167493369707833
Pulit WHRadjBMI EU sex combined 346 SNPs	307	Cholesterol || id:307	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted mode	292	-0.016853676397398	0.0224413428514687	0.453253420379914
Pulit WHRadjBMI EU sex combined 346 SNPs	308	Phenylalanine || id:308	Pulit WHRadjBMI EU sex combined 346 SNPs	MR Egger	292	0.00768098157115674	0.0138400194126857	0.57933379171115
Pulit WHRadjBMI EU sex combined 346 SNPs	308	Phenylalanine || id:308	Pulit WHRadjBMI EU sex combined 346 SNPs	Weighted median	292	0.011729874623346	0.00689778069533186	0.0890315067770003
Pulit WHRadjBMI EU sex combined 346 SNPs	308	Phenylalanine || id:308	Pulit WHRadjBMI EU sex combined 346 SNPs	Inverse variance weighted (multiplicative random effects)	292	0.00917465462753221	0.00407770529331266	0.0244517831176969
