exposure	outcome	kettunen_b	kettunen_se	kettunen_p	interval_b	interval_se	interval_p	raw.label	class	subclass	chisq	df	p	meta_direction
BMI_Yengo_941	acace	0.00254934819840893	0.018380872757183	0.889690608218894	0.0136642067389947	0.0119084546794787	0.251200875351554	Acetoacetate (mmol/l)	Ketone bodies	Ketone bodies	2.99676773524565	4	0.558366457804216	+ +
BMI_Yengo_941	ace	-0.0526021414433832	0.0163451268641273	0.00128990841850348	0.0119862905859622	0.027255028054832	0.660094478481037	Acetate (mmol/l)	Ketone bodies	Ketone bodies	14.1371127230594	4	0.00687006449567004	- +
BMI_Yengo_941	ala	0.0227743704717427	0.0172610927755487	0.187033782868378	0.00108806416893834	0.0124775901422644	0.930511373054186	Alanine (mmol/l)	Amino acids	Amino acids	3.49697400369834	4	0.478338603033886	+ +
BMI_Yengo_941	alb	-0.0362020774534005	0.0174364833849517	0.0378730679804386	-0.0152985444405866	0.0122504430410342	0.211732524907767	Albumin  (signal area)	Fluid balance	Fluid balance	9.65189300545315	4	0.0467180337706451	- -
BMI_Yengo_941	apoa1	-0.0618925560715926	0.0191703747872741	0.00124418541103606	-0.0717537646438521	0.0142244901694552	4.54989098434076e-07	Apolipoprotein A-I (g/l)	Apolipoproteins	Apolipoproteins	42.5845332585959	4	1.2619447015487e-08	- -
BMI_Yengo_941	apob	0.0786586374098992	0.019282346816054	4.51699002913312e-05	0.0772251483780377	0.015341963094892	4.81379252301033e-07	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	49.1033800538078	4	5.5559218747092e-10	+ +
BMI_Yengo_941	crea	0.0213586739086456	0.0171394539605675	0.212701978188316	0.0201331578726156	0.0144761714018503	0.164292396723386	Creatinine (mmol/l)	Fluid balance	Fluid balance	6.70794157650163	4	0.152150892819262	+ +
BMI_Yengo_941	dha	0.00542387896094532	0.0217684449102486	0.803235127888211	-0.0117110669836103	0.0127070425147997	0.356726721469629	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	2.49978614499295	4	0.644674087398198	+ -
BMI_Yengo_941	estc	0.00845898827918228	0.0221968020661985	0.703136167221521	-0.00967324762690701	0.014524884946578	0.50542543530439	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	2.06911893932584	4	0.723047651461036	+ -
BMI_Yengo_941	falen	-0.0399908107190491	0.0210399874394774	0.0573406546010871	0.0541505942144488	0.013317698984111	4.78141519032644e-05	Estimated description of fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	25.6138685996446	4	3.78543995502919e-05	- +
