exposure	outcome	kettunen_b	kettunen_se	kettunen_p	interval_b	interval_se	interval_p	raw.label	class	subclass	chisq	df	p	meta_direction
WHR_Pulit_316	acace	0.0384439761735387	0.0420440347953655	0.360520310106335	-0.0104900166224327	0.0304181154924655	0.730198997623378	Acetoacetate (mmol/l)	Ketone bodies	Ketone bodies	2.66929033526876	4	0.614599003583969	+ -
WHR_Pulit_316	ace	-0.0952887818733702	0.0387165966785259	0.0138478193602299	-0.049074303669919	0.070649435033794	0.487295310781666	Acetate (mmol/l)	Ketone bodies	Ketone bodies	9.99702491539177	4	0.0404778267308422	- -
WHR_Pulit_316	ala	0.0400272475320214	0.0440364691436416	0.36337293615565	0.0606174588280598	0.0298201961440245	0.0420762442859991	Alanine (mmol/l)	Amino acids	Amino acids	8.36119513213575	4	0.0792080648679507	+ +
WHR_Pulit_316	alb	0.0037295958708162	0.0434856894807273	0.931652394216482	0.00198087130483582	0.0317134568129422	0.950195289907878	Albumin  (signal area)	Fluid balance	Fluid balance	0.24376649726975	4	0.993149071921021	+ +
WHR_Pulit_316	apoa1	-0.142515248262439	0.0465325560676137	0.0021935001841128	-0.183212768303924	0.0391330487132515	2.84378878358839e-06	Apolipoprotein A-I (g/l)	Apolipoproteins	Apolipoproteins	37.7852601391552	4	1.24087266756064e-07	- -
WHR_Pulit_316	apob	0.249439710801822	0.059429806039149	2.70216629829408e-05	0.300646486335053	0.0557553118790028	6.95815225648068e-08	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	53.9992769323963	4	5.26451569135008e-11	+ +
WHR_Pulit_316	crea	0.0457356196328767	0.0445836861251931	0.30496816012149	0.0145366612357424	0.0356511290651469	0.683459009539292	Creatinine (mmol/l)	Fluid balance	Fluid balance	3.13627299379546	4	0.535285002227043	+ +
WHR_Pulit_316	dha	0.0307672563991643	0.0518797431839555	0.553148017166748	-0.0222146956090644	0.0324370056690337	0.493434450108492	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	2.59698981317522	4	0.627356458023188	+ -
WHR_Pulit_316	estc	0.0525130134839511	0.0617546992326141	0.395131380867018	0.0123282952227477	0.0458484156863286	0.788012406816393	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	2.33355680830164	4	0.674666390824088	+ +
WHR_Pulit_316	falen	-0.103362399822354	0.0522960974707057	0.0480999863219424	0.241914622950696	0.0373840444530449	9.73138458342983e-11	Estimated description of fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	52.1751064452853	4	1.26791274302713e-10	- +
