id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	raw.label	class	subclass	label	derived_features	INTERVAL	abbreviation1	abbreviation2	label.no.units
Locke BMI EU sex combined 77 SNPs	06qhoJ	L-VLDL-CE_percent.txt	Locke BMI EU sex combined 77 SNPs	MR Egger	75	-0.138464976455486	0.0879401748935735	0.119687836974253	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Locke BMI EU sex combined 77 SNPs	06qhoJ	L-VLDL-CE_percent.txt	Locke BMI EU sex combined 77 SNPs	Weighted median	75	-0.0389187040318282	0.0533489029662843	0.465688081569105	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Locke BMI EU sex combined 77 SNPs	06qhoJ	L-VLDL-CE_percent.txt	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	0.0257735822475416	0.0363483566738708	0.478280134195736	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Locke BMI EU sex combined 77 SNPs	06qhoJ	L-VLDL-CE_percent.txt	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	-0.0635539889248857	0.080934117555533	0.434810529731862	lvldlcepct	Cholesterol esters in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Cholesterol esters to total lipid ratio (%)	yes	lvldlce_	L-VLDL-CE_%	L-VLDL-CE_percent	Cholesterol esters to total lipids ratio in large VLDL
Locke BMI EU sex combined 77 SNPs	0BxTy8	Ace.txt	Locke BMI EU sex combined 77 SNPs	MR Egger	75	0.160821641553842	0.190014338490357	0.400114681942541	ace	Acetate (mmol/l)	Ketone bodies	Ketone bodies	Acetate (mmol/l)	no	ace	Ace	Ace	Acetate
Locke BMI EU sex combined 77 SNPs	0BxTy8	Ace.txt	Locke BMI EU sex combined 77 SNPs	Weighted median	75	0.0837389903135482	0.119203328726128	0.482374452175838	ace	Acetate (mmol/l)	Ketone bodies	Ketone bodies	Acetate (mmol/l)	no	ace	Ace	Ace	Acetate
Locke BMI EU sex combined 77 SNPs	0BxTy8	Ace.txt	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	0.0323811971230129	0.0763693620811846	0.671560201975406	ace	Acetate (mmol/l)	Ketone bodies	Ketone bodies	Acetate (mmol/l)	no	ace	Ace	Ace	Acetate
Locke BMI EU sex combined 77 SNPs	0BxTy8	Ace.txt	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	0.241828921614264	0.186775150244705	0.199428582736041	ace	Acetate (mmol/l)	Ketone bodies	Ketone bodies	Acetate (mmol/l)	no	ace	Ace	Ace	Acetate
Locke BMI EU sex combined 77 SNPs	0JHdeW	XL-HDL-PL.txt	Locke BMI EU sex combined 77 SNPs	MR Egger	75	-0.120661141338449	0.135916527008848	0.377586013952089	xlhdlpl	Phospholipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Phospholipids (mmol/l)	no	xlhdlpl	XL-HDL-PL	XL-HDL-PL	Phospholipids in very large HDL
Locke BMI EU sex combined 77 SNPs	0JHdeW	XL-HDL-PL.txt	Locke BMI EU sex combined 77 SNPs	Weighted median	75	-0.198161479392495	0.056851600459289	0.000491049475641458	xlhdlpl	Phospholipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Phospholipids (mmol/l)	no	xlhdlpl	XL-HDL-PL	XL-HDL-PL	Phospholipids in very large HDL
