id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Lu BF EU sex combined 5 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.0656733107306223	0.122322356697507	0.628608793650819	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.015240520970738	0.0181290094652811	0.40053262803417	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.00101731491086817	0.0245122792649572	0.966895493672653	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	303	Glutamine || id:303	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0182091909655631	0.0178884702471084	0.366272471724725	Amino acid	Glutamine
Lu BF EU sex combined 5 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.221977178564404	0.0669941621983764	0.0452775007318466	Amino acid	Tryptophan
Lu BF EU sex combined 5 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0116916292834996	0.0164535557236683	0.477342217461616	Amino acid	Tryptophan
Lu BF EU sex combined 5 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.00908959952653725	0.0248949967392283	0.715023681624284	Amino acid	Tryptophan
Lu BF EU sex combined 5 SNPs clumped	304	Tryptophan || id:304	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0197866152033928	0.018450518589465	0.343925361293221	Amino acid	Tryptophan
Lu BF EU sex combined 5 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.00834222607004634	0.0711108711997131	0.914025296353986	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.0126518908411341	0.0195872409590004	0.518327854616681	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.0146053360868231	0.0138562698852431	0.291855571828901	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	305	Histidine || id:305	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.0106594936942069	0.022856120397041	0.665214343067998	Amino acid	Histidine
Lu BF EU sex combined 5 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.239291322626715	0.0663856649267024	0.0366439309235595	Amino acid	Leucine
Lu BF EU sex combined 5 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0457948653409946	0.0168665603677107	0.00662502180883333	Amino acid	Leucine
Lu BF EU sex combined 5 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0247653122589189	0.0235890068526898	0.293779413790975	Amino acid	Leucine
Lu BF EU sex combined 5 SNPs clumped	306	Leucine || id:306	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0491573969741004	0.0177238079514476	0.0501497358897332	Amino acid	Leucine
Lu BF EU sex combined 5 SNPs clumped	307	Cholesterol || id:307	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.126394450687376	0.118011764194442	0.362660666698676	Lipid	Cholesterol
Lu BF EU sex combined 5 SNPs clumped	307	Cholesterol || id:307	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	-0.0291270231245173	0.0273725370716167	0.287284949337067	Lipid	Cholesterol
Lu BF EU sex combined 5 SNPs clumped	307	Cholesterol || id:307	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	-0.043126029009784	0.0244282059007511	0.0774933025056564	Lipid	Cholesterol
Lu BF EU sex combined 5 SNPs clumped	307	Cholesterol || id:307	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	-0.0221096414456367	0.0326710218981469	0.535688741726096	Lipid	Cholesterol
Lu BF EU sex combined 5 SNPs clumped	308	Phenylalanine || id:308	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.0976421184883395	0.069885055375154	0.256766450246137	Amino acid	Phenylalanine
Lu BF EU sex combined 5 SNPs clumped	308	Phenylalanine || id:308	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0104525734565094	0.0191165959580793	0.584529844811304	Amino acid	Phenylalanine
Lu BF EU sex combined 5 SNPs clumped	308	Phenylalanine || id:308	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.0101081562164755	0.0145195860604056	0.486319958277461	Amino acid	Phenylalanine
Lu BF EU sex combined 5 SNPs clumped	308	Phenylalanine || id:308	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.0133076266195857	0.0211537291071404	0.563428680236399	Amino acid	Phenylalanine
Lu BF EU sex combined 5 SNPs clumped	309	Creatinine || id:309	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	-0.0497107475643501	0.0864880188608903	0.605718859396643	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	309	Creatinine || id:309	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.00893735213683806	0.0221594973967919	0.686713373332004	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	309	Creatinine || id:309	Lu BF EU sex combined 5 SNPs clumped	Inverse variance weighted (multiplicative random effects)	5	0.015476444798398	0.00958983032802884	0.106562293668473	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	309	Creatinine || id:309	Lu BF EU sex combined 5 SNPs clumped	Weighted mode	5	0.00655719365152814	0.0266412962529475	0.817696591681753	Amino acid	Creatinine
Lu BF EU sex combined 5 SNPs clumped	310	Lactate || id:310	Lu BF EU sex combined 5 SNPs clumped	MR Egger	5	0.060537291307816	0.128131516528739	0.668841290716103	Carbohydrate	Lactate
Lu BF EU sex combined 5 SNPs clumped	310	Lactate || id:310	Lu BF EU sex combined 5 SNPs clumped	Weighted median	5	0.0107719971068418	0.0329802502038957	0.743955594842615	Carbohydrate	Lactate
