id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	raw.label	class	subclass	label	derived_features	INTERVAL	abbreviation1	abbreviation2	label.no.units
Yengo BMI EU sex combined 656 SNPs	03ifSF	XL-HDL-CE.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	636	0.227868587775961	0.057758149248918	8.86299273302965e-05	xlhdlce	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	no	xlhdlce	XL-HDL-CE	XL-HDL-CE	Cholesterol esters in very large HDL
Yengo BMI EU sex combined 656 SNPs	03ifSF	XL-HDL-CE.txt	Yengo BMI EU sex combined 656 SNPs	Weighted median	636	0.247059051288389	0.0348257758559407	1.30155028611223e-12	xlhdlce	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	no	xlhdlce	XL-HDL-CE	XL-HDL-CE	Cholesterol esters in very large HDL
Yengo BMI EU sex combined 656 SNPs	03ifSF	XL-HDL-CE.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted (multiplicative random effects)	636	0.160630086218617	0.02294578903039	2.55202211688797e-12	xlhdlce	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	no	xlhdlce	XL-HDL-CE	XL-HDL-CE	Cholesterol esters in very large HDL
Yengo BMI EU sex combined 656 SNPs	03ifSF	XL-HDL-CE.txt	Yengo BMI EU sex combined 656 SNPs	Weighted mode	636	0.290821243168226	0.0479139292543355	2.20492228631798e-09	xlhdlce	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	no	xlhdlce	XL-HDL-CE	XL-HDL-CE	Cholesterol esters in very large HDL
Yengo BMI EU sex combined 656 SNPs	0AI3bO	M-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	636	0.00175930024885988	0.0647297254018525	0.978325381695733	mldlcpct	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	yes	mldlc_	M-LDL-C_%	M-LDL-C_percent	Total cholesterol to total lipids ratio in medium LDL
Yengo BMI EU sex combined 656 SNPs	0AI3bO	M-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted median	636	0.0197756821140474	0.0357947807167598	0.580623711333597	mldlcpct	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	yes	mldlc_	M-LDL-C_%	M-LDL-C_percent	Total cholesterol to total lipids ratio in medium LDL
Yengo BMI EU sex combined 656 SNPs	0AI3bO	M-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted (multiplicative random effects)	636	-0.0129340885978213	0.0256839649052803	0.614552238323149	mldlcpct	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	yes	mldlc_	M-LDL-C_%	M-LDL-C_percent	Total cholesterol to total lipids ratio in medium LDL
Yengo BMI EU sex combined 656 SNPs	0AI3bO	M-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted mode	636	0.0311470892412204	0.0521098703693942	0.550240161012035	mldlcpct	Total cholesterol in medium LDL to total lipids in medium LDL ratio (%)	Lipoprotein subclasses ratios	Medium LDL ratios	Total cholesterol to total lipid ratio (%)	yes	mldlc_	M-LDL-C_%	M-LDL-C_percent	Total cholesterol to total lipids ratio in medium LDL
Yengo BMI EU sex combined 656 SNPs	0o5H1S	DAG.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	636	0.146888986245549	0.0513552877761232	0.00437241035732086	dag	Diacylglycerol (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Diacylglycerol (mmol/l)	no	dag	DAG	DAG	Diacylglycerol
Yengo BMI EU sex combined 656 SNPs	0o5H1S	DAG.txt	Yengo BMI EU sex combined 656 SNPs	Weighted median	636	0.120285610399874	0.0345475907211634	0.000498173496738941	dag	Diacylglycerol (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Diacylglycerol (mmol/l)	no	dag	DAG	DAG	Diacylglycerol
Yengo BMI EU sex combined 656 SNPs	0o5H1S	DAG.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted (multiplicative random effects)	636	0.0800793260696453	0.0204074444671726	8.7081625525775e-05	dag	Diacylglycerol (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Diacylglycerol (mmol/l)	no	dag	DAG	DAG	Diacylglycerol
Yengo BMI EU sex combined 656 SNPs	0o5H1S	DAG.txt	Yengo BMI EU sex combined 656 SNPs	Weighted mode	636	0.153216731118987	0.0521217548663442	0.00340587323852741	dag	Diacylglycerol (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Diacylglycerol (mmol/l)	no	dag	DAG	DAG	Diacylglycerol
Yengo BMI EU sex combined 656 SNPs	0WGnpZ	IDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	636	-0.134756390863616	0.0519549097435552	0.00971369568801865	idlplpct	Phospholipids in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Phospholipids to total lipid ratio (%)	yes	idlpl_	IDL-PL_%	IDL-PL_percent	Phospholipids to total lipds ratio in IDL
Yengo BMI EU sex combined 656 SNPs	0WGnpZ	IDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted median	636	-0.092358088511498	0.0361803315269368	0.0106886803175958	idlplpct	Phospholipids in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Phospholipids to total lipid ratio (%)	yes	idlpl_	IDL-PL_%	IDL-PL_percent	Phospholipids to total lipds ratio in IDL
Yengo BMI EU sex combined 656 SNPs	0WGnpZ	IDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted (multiplicative random effects)	636	-0.0666077665429615	0.0206484198574707	0.00125619113026094	idlplpct	Phospholipids in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Phospholipids to total lipid ratio (%)	yes	idlpl_	IDL-PL_%	IDL-PL_percent	Phospholipids to total lipds ratio in IDL
Yengo BMI EU sex combined 656 SNPs	0WGnpZ	IDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted mode	636	-0.107971337377121	0.0509255766847024	0.0343781157430064	idlplpct	Phospholipids in IDL to total lipids in IDL ratio (%)	Lipoprotein subclasses ratios	IDL ratios	Phospholipids to total lipid ratio (%)	yes	idlpl_	IDL-PL_%	IDL-PL_percent	Phospholipids to total lipds ratio in IDL
Yengo BMI EU sex combined 656 SNPs	1ddQuM	S-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	636	0.0261040218168655	0.05866594672298	0.65650025782614	shdlcepct	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	shdlce_	S-HDL-CE_%	S-HDL-CE_percent	Cholesterol esters to total lipids ratio in small HDL
Yengo BMI EU sex combined 656 SNPs	1ddQuM	S-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted median	636	0.0674124873403233	0.0333693859762561	0.0433637220453081	shdlcepct	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	shdlce_	S-HDL-CE_%	S-HDL-CE_percent	Cholesterol esters to total lipids ratio in small HDL
Yengo BMI EU sex combined 656 SNPs	1ddQuM	S-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted (multiplicative random effects)	636	0.028807011941985	0.0232772468550734	0.215878898052081	shdlcepct	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	shdlce_	S-HDL-CE_%	S-HDL-CE_percent	Cholesterol esters to total lipids ratio in small HDL
Yengo BMI EU sex combined 656 SNPs	1ddQuM	S-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted mode	636	0.0712572540792289	0.0518644425018289	0.169953338162842	shdlcepct	Cholesterol esters in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Cholesterol esters to total lipid ratio (%)	yes	shdlce_	S-HDL-CE_%	S-HDL-CE_percent	Cholesterol esters to total lipids ratio in small HDL
Yengo BMI EU sex combined 656 SNPs	1E2ZIN	L-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	636	-0.0351739616158144	0.0538719843205625	0.514046145585318	lvldlcpct	Total cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	lvldlc_	L-VLDL-C_%	L-VLDL-C_percent	Total cholesterol to total lipids ratio in large VLDL
Yengo BMI EU sex combined 656 SNPs	1E2ZIN	L-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted median	636	-0.0503122885162556	0.0358707977682862	0.160736920668536	lvldlcpct	Total cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	lvldlc_	L-VLDL-C_%	L-VLDL-C_percent	Total cholesterol to total lipids ratio in large VLDL
Yengo BMI EU sex combined 656 SNPs	1E2ZIN	L-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted (multiplicative random effects)	636	-0.0387271367327608	0.021372045097636	0.0699790319815341	lvldlcpct	Total cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	lvldlc_	L-VLDL-C_%	L-VLDL-C_percent	Total cholesterol to total lipids ratio in large VLDL
Yengo BMI EU sex combined 656 SNPs	1E2ZIN	L-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Weighted mode	636	-0.0541894470800917	0.0566463599233464	0.339119521319907	lvldlcpct	Total cholesterol in large VLDL to total lipids in large VLDL ratio (%)	Lipoprotein subclasses ratios	Large VLDL ratios	Total cholesterol to total lipid ratio (%)	yes	lvldlc_	L-VLDL-C_%	L-VLDL-C_percent	Total cholesterol to total lipids ratio in large VLDL
Yengo BMI EU sex combined 656 SNPs	1KsCQI	S-HDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	636	-0.1293733665857	0.0564902587637491	0.0223378736280466	shdlfcpct	Free cholesterol in small HDL to total lipids in small HDL ratio (%)	Lipoprotein subclasses ratios	Small HDL ratios	Free cholesterol to total lipid ratio (%)	yes	shdlfc_	S-HDL-FC_%	S-HDL-FC_percent	Free cholesterol to total lipids ratio in small HDL
