id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Hubel BF EU sex combined 76 SNPs clumped	838	Acetoacetate || id:838	Hubel BF EU sex combined 76 SNPs clumped	MR Egger	70	0.00747030118703602	0.0393454559670572	0.849981024174481	Keto acid	Acetoacetate
Hubel BF EU sex combined 76 SNPs clumped	838	Acetoacetate || id:838	Hubel BF EU sex combined 76 SNPs clumped	Weighted median	70	0.0215030358036992	0.0147684652176628	0.145389803522642	Keto acid	Acetoacetate
Hubel BF EU sex combined 76 SNPs clumped	838	Acetoacetate || id:838	Hubel BF EU sex combined 76 SNPs clumped	Inverse variance weighted (multiplicative random effects)	70	0.00857681544916995	0.0104160134377821	0.410265828086219	Keto acid	Acetoacetate
Hubel BF EU sex combined 76 SNPs clumped	838	Acetoacetate || id:838	Hubel BF EU sex combined 76 SNPs clumped	Weighted mode	70	0.0215100452593857	0.0284129646314075	0.451597135111737	Keto acid	Acetoacetate
Hubel BF EU sex combined 76 SNPs clumped	839	Acetate || id:839	Hubel BF EU sex combined 76 SNPs clumped	MR Egger	70	-0.0395686579899917	0.0308615867759615	0.204149959666025	Metabolite salt	Acetate
Hubel BF EU sex combined 76 SNPs clumped	839	Acetate || id:839	Hubel BF EU sex combined 76 SNPs clumped	Weighted median	70	-0.0131831672117814	0.0117324796078454	0.261162747452871	Metabolite salt	Acetate
Hubel BF EU sex combined 76 SNPs clumped	839	Acetate || id:839	Hubel BF EU sex combined 76 SNPs clumped	Inverse variance weighted (multiplicative random effects)	70	-0.0053658902268695	0.00717882799534286	0.454785649017416	Metabolite salt	Acetate
Hubel BF EU sex combined 76 SNPs clumped	839	Acetate || id:839	Hubel BF EU sex combined 76 SNPs clumped	Weighted mode	70	-0.0270005691440154	0.0229354323708447	0.243143569799039	Metabolite salt	Acetate
Hubel BF EU sex combined 76 SNPs clumped	840	Alanine || id:840	Hubel BF EU sex combined 76 SNPs clumped	MR Egger	70	-0.0268636365052972	0.0352341614434772	0.44843914897253	Amino acid	Alanine
Hubel BF EU sex combined 76 SNPs clumped	840	Alanine || id:840	Hubel BF EU sex combined 76 SNPs clumped	Weighted median	70	0.00192166007832794	0.0129016259193867	0.881595356178542	Amino acid	Alanine
Hubel BF EU sex combined 76 SNPs clumped	840	Alanine || id:840	Hubel BF EU sex combined 76 SNPs clumped	Inverse variance weighted (multiplicative random effects)	70	-0.0047545158503846	0.00931889637071005	0.609910230482964	Amino acid	Alanine
Hubel BF EU sex combined 76 SNPs clumped	840	Alanine || id:840	Hubel BF EU sex combined 76 SNPs clumped	Weighted mode	70	0.00409431711025993	0.0251414639628725	0.871111617340229	Amino acid	Alanine
