id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Hubel BF EU sex combined 76 SNPs	303	Glutamine || id:303	Hubel BF EU sex combined 76 SNPs	MR Egger	61	0.00770065096777492	0.00488883133361416	0.120568922997866
Hubel BF EU sex combined 76 SNPs	303	Glutamine || id:303	Hubel BF EU sex combined 76 SNPs	Weighted median	61	-0.000925747022775418	0.00158867425131579	0.560084026733649
Hubel BF EU sex combined 76 SNPs	303	Glutamine || id:303	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	61	7.13380688503669e-05	0.00111487469890322	0.948980162785659
Hubel BF EU sex combined 76 SNPs	303	Glutamine || id:303	Hubel BF EU sex combined 76 SNPs	Weighted mode	61	-0.00277750583812765	0.00364365276025164	0.448875634833714
Hubel BF EU sex combined 76 SNPs	304	Tryptophan || id:304	Hubel BF EU sex combined 76 SNPs	MR Egger	61	-0.0027059214336576	0.00528259185126758	0.610399720775447
Hubel BF EU sex combined 76 SNPs	304	Tryptophan || id:304	Hubel BF EU sex combined 76 SNPs	Weighted median	61	0.00092027315229826	0.00183199217513437	0.615432137810364
Hubel BF EU sex combined 76 SNPs	304	Tryptophan || id:304	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	61	-0.00215493307179738	0.00120555315006889	0.0738557991304772
Hubel BF EU sex combined 76 SNPs	304	Tryptophan || id:304	Hubel BF EU sex combined 76 SNPs	Weighted mode	61	0.00282689639886751	0.00373634174606819	0.452253400751358
Hubel BF EU sex combined 76 SNPs	305	Histidine || id:305	Hubel BF EU sex combined 76 SNPs	MR Egger	61	0.00831316535753404	0.00493209010708716	0.0971696592191652
Hubel BF EU sex combined 76 SNPs	305	Histidine || id:305	Hubel BF EU sex combined 76 SNPs	Weighted median	61	-0.00219099336118936	0.00165851300339143	0.186481726294373
Hubel BF EU sex combined 76 SNPs	305	Histidine || id:305	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	61	-0.00120555451700941	0.00103238020128789	0.242910538684577
Hubel BF EU sex combined 76 SNPs	305	Histidine || id:305	Hubel BF EU sex combined 76 SNPs	Weighted mode	61	-0.00311383368594557	0.00395289993477891	0.433953316815549
Hubel BF EU sex combined 76 SNPs	306	Leucine || id:306	Hubel BF EU sex combined 76 SNPs	MR Egger	61	0.00985358278578438	0.006179165422891	0.116134798065347
Hubel BF EU sex combined 76 SNPs	306	Leucine || id:306	Hubel BF EU sex combined 76 SNPs	Weighted median	61	0.00270526953735618	0.00173144002763485	0.118184590354353
Hubel BF EU sex combined 76 SNPs	306	Leucine || id:306	Hubel BF EU sex combined 76 SNPs	Inverse variance weighted (multiplicative random effects)	61	0.00128257200729181	0.00144796425247792	0.375738236264802
Hubel BF EU sex combined 76 SNPs	306	Leucine || id:306	Hubel BF EU sex combined 76 SNPs	Weighted mode	61	0.00483652088932408	0.00343961263433843	0.164845314280759
