id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	MR Egger	75	0.217040982941479	0.154168625372772	0.163429957907901
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	Weighted median	75	0.10537256683193	0.0756696409746528	0.163760677235856
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	0.130713475729387	0.0465610792515059	0.00499501712824485
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	0.10721100809929	0.144295883940528	0.459837463144636
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.0359598057725329	0.106999653510204	0.737766115561672
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.1140099528474	0.0703557846355845	0.105129783890121
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.0349389562415658	0.0434179431463195	0.420985675484902
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	-0.131821061798127	0.0948398192113136	0.168660825266415
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.042748619261864	0.116712371496193	0.715206309720334
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.0260542495075499	0.0703321275259122	0.711050266224251
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.0070823372393791	0.0473129696647792	0.881008217402235
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	0.0105645791996039	0.0816523035442442	0.897399419900596
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	MR Egger	75	0.107596977364878	0.166950696080426	0.521282001224042
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	Weighted median	75	-0.0902161835480975	0.0822207276578058	0.2725348315523
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	-0.110114584708431	0.0563434785121139	0.0506604530715349
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	-0.0974040928165607	0.182523001485642	0.595180457146121
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	MR Egger	75	-0.102516526133089	0.195200287953414	0.601045180060387
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	Weighted median	75	-0.175627003316477	0.0863303585402882	0.0419153407941557
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	-0.236455947589776	0.0651095847698718	0.000281602755172372
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	-0.182688442847245	0.144080481604879	0.208786827360854
Locke BMI EU sex combined 77 SNPs	843	Apolipoprotein B || id:843	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.205792375894029	0.192378961799423	0.288220492830523
Locke BMI EU sex combined 77 SNPs	843	Apolipoprotein B || id:843	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.245925001945903	0.0798670257117987	0.00207570759263815
Locke BMI EU sex combined 77 SNPs	843	Apolipoprotein B || id:843	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	0.111071710443057	0.0774680618053519	0.151636702038958
