id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	MR Egger	75	0.217040982941479	0.154168625372772	0.163429957907901	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	Weighted median	75	0.10537256683193	0.0756696409746528	0.163760677235856	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	0.130713475729387	0.0465610792515059	0.00499501712824485	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	0.10721100809929	0.144295883940528	0.459837463144636	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.0359598057725329	0.106999653510204	0.737766115561672	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.1140099528474	0.0703557846355845	0.105129783890121	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.0349389562415658	0.0434179431463195	0.420985675484902	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	-0.131821061798127	0.0948398192113136	0.168660825266415	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.042748619261864	0.116712371496193	0.715206309720334	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.0260542495075499	0.0703321275259122	0.711050266224251	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.0070823372393791	0.0473129696647792	0.881008217402235	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	0.0105645791996039	0.0816523035442442	0.897399419900596	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	MR Egger	75	0.107596977364878	0.166950696080426	0.521282001224042	Protein	Albumin
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	Weighted median	75	-0.0902161835480975	0.0822207276578058	0.2725348315523	Protein	Albumin
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	-0.110114584708431	0.0563434785121139	0.0506604530715349	Protein	Albumin
Locke BMI EU sex combined 77 SNPs	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	-0.0974040928165607	0.182523001485642	0.595180457146121	Protein	Albumin
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	MR Egger	75	-0.102516526133089	0.195200287953414	0.601045180060387	Protein	Apolipoprotein A-I
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	Weighted median	75	-0.175627003316477	0.0863303585402882	0.0419153407941557	Protein	Apolipoprotein A-I
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	75	-0.236455947589776	0.0651095847698718	0.000281602755172372	Protein	Apolipoprotein A-I
Locke BMI EU sex combined 77 SNPs	842	Apolipoprotein A-I || id:842	Locke BMI EU sex combined 77 SNPs	Weighted mode	75	-0.182688442847245	0.144080481604879	0.208786827360854	Protein	Apolipoprotein A-I
Locke BMI EU sex combined 77 SNPs	843	Apolipoprotein B || id:843	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.205792375894029	0.192378961799423	0.288220492830523	Protein	Apolipoprotein B
Locke BMI EU sex combined 77 SNPs	843	Apolipoprotein B || id:843	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.245925001945903	0.0798670257117987	0.00207570759263815	Protein	Apolipoprotein B
Locke BMI EU sex combined 77 SNPs	843	Apolipoprotein B || id:843	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	0.111071710443057	0.0774680618053519	0.151636702038958	Protein	Apolipoprotein B
Locke BMI EU sex combined 77 SNPs	843	Apolipoprotein B || id:843	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	0.265505073336155	0.10367192613684	0.0124459364294026	Protein	Apolipoprotein B
Locke BMI EU sex combined 77 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Locke BMI EU sex combined 77 SNPs	MR Egger	76	-0.212539968042455	0.142013281252104	0.138745237706007	Metabolites ratio	Ratio of bisallylic groups to double bonds
Locke BMI EU sex combined 77 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.109651636535784	0.0899444233714603	0.222804594370732	Metabolites ratio	Ratio of bisallylic groups to double bonds
Locke BMI EU sex combined 77 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.124497752390322	0.0572693571535068	0.0297127813214677	Metabolites ratio	Ratio of bisallylic groups to double bonds
Locke BMI EU sex combined 77 SNPs	844	Ratio of bisallylic groups to double bonds || id:844	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	-0.142198411757966	0.116402156803872	0.225679895130757	Metabolites ratio	Ratio of bisallylic groups to double bonds
Locke BMI EU sex combined 77 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Locke BMI EU sex combined 77 SNPs	MR Egger	76	-0.208834898505923	0.149785474640744	0.167421347440271	Fatty acid	Ratio of bisallylic groups to total fatty acids
Locke BMI EU sex combined 77 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.176626989575057	0.0917095044547292	0.0541118844173654	Fatty acid	Ratio of bisallylic groups to total fatty acids
Locke BMI EU sex combined 77 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.165395150605858	0.0603759438483625	0.00615474357039367	Fatty acid	Ratio of bisallylic groups to total fatty acids
Locke BMI EU sex combined 77 SNPs	845	Ratio of bisallylic groups to total fatty acids || id:845	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	-0.203162029031597	0.132730635829399	0.130067091757641	Fatty acid	Ratio of bisallylic groups to total fatty acids
Locke BMI EU sex combined 77 SNPs	846	3-hydroxybutyrate || id:846	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.0225594175660553	0.120447397659556	0.851940486846353	Lipid	3-hydroxybutyrate
Locke BMI EU sex combined 77 SNPs	846	3-hydroxybutyrate || id:846	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.000398787120307042	0.0824043132597552	0.996138735561475	Lipid	3-hydroxybutyrate
Locke BMI EU sex combined 77 SNPs	846	3-hydroxybutyrate || id:846	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	0.0115812741648114	0.0492422650191038	0.814061490127585	Lipid	3-hydroxybutyrate
Locke BMI EU sex combined 77 SNPs	846	3-hydroxybutyrate || id:846	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	0.0447734180417361	0.0999698104620701	0.655538500693487	Lipid	3-hydroxybutyrate
Locke BMI EU sex combined 77 SNPs	847	Average number of methylene groups per double bond || id:847	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.297612181471055	0.141669571113696	0.0390696729859213	Metabolites ratio	Average number of methylene groups per double bond
Locke BMI EU sex combined 77 SNPs	847	Average number of methylene groups per double bond || id:847	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.10470702714238	0.0874368870802851	0.231105691596037	Metabolites ratio	Average number of methylene groups per double bond
Locke BMI EU sex combined 77 SNPs	847	Average number of methylene groups per double bond || id:847	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	0.162383713832301	0.0573802953903944	0.00465543994200889	Metabolites ratio	Average number of methylene groups per double bond
Locke BMI EU sex combined 77 SNPs	847	Average number of methylene groups per double bond || id:847	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	0.102932119899485	0.123381995209069	0.406786327467709	Metabolites ratio	Average number of methylene groups per double bond
Locke BMI EU sex combined 77 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.166388573647913	0.12336080048829	0.181515685872051	Fatty acid	Average number of methylene groups in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.00800254406959721	0.0792496443448844	0.919567188290315	Fatty acid	Average number of methylene groups in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	0.104034824869247	0.0493831884114509	0.0351448887278437	Fatty acid	Average number of methylene groups in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	848	Average number of methylene groups in a fatty acid chain || id:848	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	-0.00671363171535333	0.100898920208261	0.947126407390925	Fatty acid	Average number of methylene groups in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	849	Citrate || id:849	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.0528051342256527	0.109630378256805	0.631465245172396	Energy	Citrate
Locke BMI EU sex combined 77 SNPs	849	Citrate || id:849	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.0404245551060788	0.0714268539645284	0.571422753815118	Energy	Citrate
Locke BMI EU sex combined 77 SNPs	849	Citrate || id:849	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	0.0142279768763225	0.0444295675295934	0.748788924973226	Energy	Citrate
Locke BMI EU sex combined 77 SNPs	849	Citrate || id:849	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	-0.0500461822479259	0.090124962242126	0.580343628181299	Energy	Citrate
Locke BMI EU sex combined 77 SNPs	850	Creatinine || id:850	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.0668206072667728	0.134601478203207	0.62106046100038	Amino acid	Creatinine
Locke BMI EU sex combined 77 SNPs	850	Creatinine || id:850	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.0194813273747555	0.0770703354320124	0.80044335764492	Amino acid	Creatinine
Locke BMI EU sex combined 77 SNPs	850	Creatinine || id:850	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	0.0248736655397326	0.0545096301466411	0.648162111718744	Amino acid	Creatinine
Locke BMI EU sex combined 77 SNPs	850	Creatinine || id:850	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	0.0325927903655354	0.0879094000545446	0.711865656787997	Amino acid	Creatinine
Locke BMI EU sex combined 77 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Locke BMI EU sex combined 77 SNPs	MR Egger	76	-0.247205027235095	0.144212925249974	0.0906839754574098	Fatty acid	Average number of double bonds in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.0830147494548275	0.0955284169933054	0.384843952528667	Fatty acid	Average number of double bonds in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.14030422075442	0.0588055995524391	0.017037429764874	Fatty acid	Average number of double bonds in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	851	Average number of double bonds in a fatty acid chain || id:851	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	-0.146271574277593	0.129079026907651	0.260742336632055	Fatty acid	Average number of double bonds in a fatty acid chain
Locke BMI EU sex combined 77 SNPs	852	22:6, docosahexaenoic acid || id:852	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.150076545929669	0.149244142096455	0.317895756433158	Fatty acid	22:6, docosahexaenoic acid
Locke BMI EU sex combined 77 SNPs	852	22:6, docosahexaenoic acid || id:852	Locke BMI EU sex combined 77 SNPs	Weighted median	76	-0.00184156506629465	0.087601505633328	0.983228049497077	Fatty acid	22:6, docosahexaenoic acid
Locke BMI EU sex combined 77 SNPs	852	22:6, docosahexaenoic acid || id:852	Locke BMI EU sex combined 77 SNPs	Inverse variance weighted (multiplicative random effects)	76	-0.0886514844149442	0.0612465125856938	0.147769926248682	Fatty acid	22:6, docosahexaenoic acid
Locke BMI EU sex combined 77 SNPs	852	22:6, docosahexaenoic acid || id:852	Locke BMI EU sex combined 77 SNPs	Weighted mode	76	0.117287511628508	0.135117856690735	0.388142288966679	Fatty acid	22:6, docosahexaenoic acid
Locke BMI EU sex combined 77 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Locke BMI EU sex combined 77 SNPs	MR Egger	76	0.0158471138483737	0.198441266026186	0.93656580165694	Lipid	Free cholesterol to esterified cholesterol ratio
Locke BMI EU sex combined 77 SNPs	853	Free cholesterol to esterified cholesterol ratio || id:853	Locke BMI EU sex combined 77 SNPs	Weighted median	76	0.0795715791558758	0.0960387643715765	0.407366983611049	Lipid	Free cholesterol to esterified cholesterol ratio
