id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Locke BMI EU sex combined 77 SNPs clumped	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	0.233918547131223	0.173109431287206	0.181597645621284	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs clumped	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	0.158813306134307	0.0838541798603807	0.0582353162138297	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs clumped	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	63	0.128410124716823	0.0522047391005596	0.0139037405564354	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs clumped	838	Acetoacetate || id:838	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	63	0.218376080048755	0.174995094981701	0.216760815602987	Keto acid	Acetoacetate
Locke BMI EU sex combined 77 SNPs clumped	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	64	0.0347030466231081	0.118974730311417	0.771501830753307	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs clumped	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	64	-0.141337728732466	0.0793237415040268	0.074784554349985	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs clumped	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	64	-0.061570133755984	0.0493322312068975	0.212005008157997	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs clumped	839	Acetate || id:839	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	64	-0.152402774035721	0.0942866144021539	0.111009756789491	Metabolite salt	Acetate
Locke BMI EU sex combined 77 SNPs clumped	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	64	0.031895929034266	0.1222064904278	0.794957290891331	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs clumped	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	64	0.0551400278906818	0.0793613021663192	0.487182266091797	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs clumped	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs clumped	Inverse variance weighted (multiplicative random effects)	64	0.0224936987140931	0.0503654595880953	0.655156949274736	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs clumped	840	Alanine || id:840	Locke BMI EU sex combined 77 SNPs clumped	Weighted mode	64	0.0190011210380621	0.0897003729200337	0.832924421692522	Amino acid	Alanine
Locke BMI EU sex combined 77 SNPs clumped	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs clumped	MR Egger	63	-0.0440066490759692	0.192385937587543	0.819834969969931	Protein	Albumin
Locke BMI EU sex combined 77 SNPs clumped	841	Albumin || id:841	Locke BMI EU sex combined 77 SNPs clumped	Weighted median	63	-0.165687002247447	0.0884123452407838	0.0609268906380379	Protein	Albumin
