id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Pulit WHR EU sex combined 316 SNPs	303	Glutamine || id:303	Pulit WHR EU sex combined 316 SNPs	MR Egger	278	-0.0117564191620662	0.0176965369665721	0.507030902825117	Amino acid	Glutamine
Pulit WHR EU sex combined 316 SNPs	303	Glutamine || id:303	Pulit WHR EU sex combined 316 SNPs	Weighted median	278	-0.0128463335406968	0.00712963196358881	0.0715732868508852	Amino acid	Glutamine
Pulit WHR EU sex combined 316 SNPs	303	Glutamine || id:303	Pulit WHR EU sex combined 316 SNPs	Inverse variance weighted (multiplicative random effects)	278	-0.0131925800601831	0.00465115564035765	0.00456239674430036	Amino acid	Glutamine
Pulit WHR EU sex combined 316 SNPs	303	Glutamine || id:303	Pulit WHR EU sex combined 316 SNPs	Weighted mode	278	-0.0145973261716678	0.0193269500752703	0.450720629379313	Amino acid	Glutamine
Pulit WHR EU sex combined 316 SNPs	304	Tryptophan || id:304	Pulit WHR EU sex combined 316 SNPs	MR Egger	278	-0.000670632529929442	0.0186404378647243	0.971326469814207	Amino acid	Tryptophan
Pulit WHR EU sex combined 316 SNPs	304	Tryptophan || id:304	Pulit WHR EU sex combined 316 SNPs	Weighted median	278	0.0189908183414558	0.00824492629692043	0.02126006300751	Amino acid	Tryptophan
Pulit WHR EU sex combined 316 SNPs	304	Tryptophan || id:304	Pulit WHR EU sex combined 316 SNPs	Inverse variance weighted (multiplicative random effects)	278	0.0156120120596455	0.0054450430728713	0.00414124927163965	Amino acid	Tryptophan
Pulit WHR EU sex combined 316 SNPs	304	Tryptophan || id:304	Pulit WHR EU sex combined 316 SNPs	Weighted mode	278	0.0247001467837698	0.0161174224474821	0.126537365073135	Amino acid	Tryptophan
Pulit WHR EU sex combined 316 SNPs	305	Histidine || id:305	Pulit WHR EU sex combined 316 SNPs	MR Egger	278	0.00893660006124367	0.0182790628188652	0.625302063815049	Amino acid	Histidine
Pulit WHR EU sex combined 316 SNPs	305	Histidine || id:305	Pulit WHR EU sex combined 316 SNPs	Weighted median	278	0	0.00784498109159583	1	Amino acid	Histidine
Pulit WHR EU sex combined 316 SNPs	305	Histidine || id:305	Pulit WHR EU sex combined 316 SNPs	Inverse variance weighted (multiplicative random effects)	278	-0.00387635457657758	0.00494304147930971	0.432920219479202	Amino acid	Histidine
Pulit WHR EU sex combined 316 SNPs	305	Histidine || id:305	Pulit WHR EU sex combined 316 SNPs	Weighted mode	278	0.0221985904449835	0.0205915318450403	0.281951733262116	Amino acid	Histidine
Pulit WHR EU sex combined 316 SNPs	306	Leucine || id:306	Pulit WHR EU sex combined 316 SNPs	MR Egger	278	0.035500169141358	0.0181398457841401	0.0513522184292485	Amino acid	Leucine
Pulit WHR EU sex combined 316 SNPs	306	Leucine || id:306	Pulit WHR EU sex combined 316 SNPs	Weighted median	278	0.0251896890185778	0.00790690660640905	0.00144362811020423	Amino acid	Leucine
Pulit WHR EU sex combined 316 SNPs	306	Leucine || id:306	Pulit WHR EU sex combined 316 SNPs	Inverse variance weighted (multiplicative random effects)	278	0.0264581896269667	0.00525352661881744	4.74685620783578e-07	Amino acid	Leucine
Pulit WHR EU sex combined 316 SNPs	306	Leucine || id:306	Pulit WHR EU sex combined 316 SNPs	Weighted mode	278	0.0359766449953743	0.017683145733689	0.0428519444544282	Amino acid	Leucine
Pulit WHR EU sex combined 316 SNPs	307	Cholesterol || id:307	Pulit WHR EU sex combined 316 SNPs	MR Egger	278	-0.0249554677261958	0.0268489301975073	0.353454054885119	Lipid	Cholesterol
Pulit WHR EU sex combined 316 SNPs	307	Cholesterol || id:307	Pulit WHR EU sex combined 316 SNPs	Weighted median	278	-0.0129118032857692	0.0105506229184601	0.221029438265712	Lipid	Cholesterol
Pulit WHR EU sex combined 316 SNPs	307	Cholesterol || id:307	Pulit WHR EU sex combined 316 SNPs	Inverse variance weighted (multiplicative random effects)	278	-0.00192848898764689	0.00734491985580898	0.792889017094028	Lipid	Cholesterol
Pulit WHR EU sex combined 316 SNPs	307	Cholesterol || id:307	Pulit WHR EU sex combined 316 SNPs	Weighted mode	278	-0.0347601900571664	0.0284165097894539	0.222278951456612	Lipid	Cholesterol
Pulit WHR EU sex combined 316 SNPs	308	Phenylalanine || id:308	Pulit WHR EU sex combined 316 SNPs	MR Egger	278	0.0212544233266191	0.0180839099353008	0.240878689826755	Amino acid	Phenylalanine
Pulit WHR EU sex combined 316 SNPs	308	Phenylalanine || id:308	Pulit WHR EU sex combined 316 SNPs	Weighted median	278	0.0190091343236968	0.00752747601856971	0.0115599597526113	Amino acid	Phenylalanine
