id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	metabolite	raw.label	class	subclass	label	derived_features	INTERVAL	abbreviation1	abbreviation2	label.no.units
Pulit WHR EU sex combined 316 SNPs clumped	0Tgyju	HDL-D.txt	Pulit WHR EU sex combined 316 SNPs clumped	MR Egger	213	-0.28811177507007	0.219936757828487	0.191628485191298	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	no	hdld	HDL-D	HDL-D	Mean diameter for HDL particles
Pulit WHR EU sex combined 316 SNPs clumped	0Tgyju	HDL-D.txt	Pulit WHR EU sex combined 316 SNPs clumped	Weighted median	213	-0.361878657195275	0.0575650820720635	3.24856716792693e-10	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	no	hdld	HDL-D	HDL-D	Mean diameter for HDL particles
Pulit WHR EU sex combined 316 SNPs clumped	0Tgyju	HDL-D.txt	Pulit WHR EU sex combined 316 SNPs clumped	Inverse variance weighted (multiplicative random effects)	213	-0.361159992108232	0.0626738583163269	8.28622820282085e-09	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	no	hdld	HDL-D	HDL-D	Mean diameter for HDL particles
Pulit WHR EU sex combined 316 SNPs clumped	0Tgyju	HDL-D.txt	Pulit WHR EU sex combined 316 SNPs clumped	Weighted mode	213	-0.410561759832923	0.225153335440563	0.0696394806442426	hdld	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	no	hdld	HDL-D	HDL-D	Mean diameter for HDL particles
Pulit WHR EU sex combined 316 SNPs clumped	0yL59J	S-VLDL-C.txt	Pulit WHR EU sex combined 316 SNPs clumped	MR Egger	213	-0.698640738177546	0.184226079683177	0.00019487418523596	svldlc	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	no	svldlc	S-VLDL-C	S-VLDL-C	Total cholesterol in small VLDL
Pulit WHR EU sex combined 316 SNPs clumped	0yL59J	S-VLDL-C.txt	Pulit WHR EU sex combined 316 SNPs clumped	Weighted median	213	-0.101773637873405	0.0572185948870079	0.0752920463755185	svldlc	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	no	svldlc	S-VLDL-C	S-VLDL-C	Total cholesterol in small VLDL
Pulit WHR EU sex combined 316 SNPs clumped	0yL59J	S-VLDL-C.txt	Pulit WHR EU sex combined 316 SNPs clumped	Inverse variance weighted (multiplicative random effects)	213	-0.188987284683673	0.0535060464940851	0.000412314860366261	svldlc	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	no	svldlc	S-VLDL-C	S-VLDL-C	Total cholesterol in small VLDL
Pulit WHR EU sex combined 316 SNPs clumped	0yL59J	S-VLDL-C.txt	Pulit WHR EU sex combined 316 SNPs clumped	Weighted mode	213	-0.063823009835275	0.158979709004422	0.688490413423026	svldlc	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	no	svldlc	S-VLDL-C	S-VLDL-C	Total cholesterol in small VLDL
Pulit WHR EU sex combined 316 SNPs clumped	14673y	M-VLDL-FC_percent.txt	Pulit WHR EU sex combined 316 SNPs clumped	MR Egger	213	0.488701222413774	0.183094026548618	0.00819631420962886	mvldlfcpct	Free cholesterol in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Free cholesterol to total lipid ratio (%)	yes	mvldlfc_	M-VLDL-FC_%	M-VLDL-FC_percent	Free cholesterol to total lipids ratio in medium VLDL
Pulit WHR EU sex combined 316 SNPs clumped	14673y	M-VLDL-FC_percent.txt	Pulit WHR EU sex combined 316 SNPs clumped	Weighted median	213	0.329115762149179	0.0557117483655094	3.47390970802473e-09	mvldlfcpct	Free cholesterol in medium VLDL to total lipids in medium VLDL ratio (%)	Lipoprotein subclasses ratios	Medium VLDL ratios	Free cholesterol to total lipid ratio (%)	yes	mvldlfc_	M-VLDL-FC_%	M-VLDL-FC_percent	Free cholesterol to total lipids ratio in medium VLDL
